,Vote,Yearly_ExpensesK,Yearly_IncomeK,Overall_happiness_score,Most_Important_Issue,Avg_Residancy_Altitude,Will_vote_only_large_party,Financial_agenda_matters
9657,Greys,474.703497014,639.985332983,754.205777656,Healthcare,163.924727134,Yes,No
9658,Blues,412.144028897,574.703795124,599.884883507,Financial,245.66516871,Yes,No
9659,Greens,442.79461468,675.360367586,260.769516695,Foreign_Affairs,110.489122503,Yes,Yes
9660,Blues,446.043129401,584.378332977,603.488901443,Education,79.0644650204,Yes,No
9661,Browns,29.2603262841,326.497794025,222.78734422,Environment,344.983151573,No,No
9662,Browns,154.508717608,843.413389662,295.966141333,Social,718.015799977,No,No
9663,Yellows,360.278309842,560.205108607,572.323481218,Healthcare,274.363119135,Yes,No
9664,Greens,913.27900749,949.900698701,890.407447005,Foreign_Affairs,85.5945794828,Yes,Yes
9665,Blues,418.056362765,611.669441244,621.335929262,Healthcare,147.868083076,Yes,No
9666,Browns,371.314980945,555.293005347,824.305763754,Financial,346.182649221,No,No
9667,Greys,471.236994074,606.085077424,763.488918238,Environment,48.1754802296,Yes,No
9668,Greys,641.845163838,593.807777671,643.476732745,Education,282.230437468,Yes,No
9669,Blues,434.385243297,605.616098335,621.991423262,Education,163.274045994,Yes,No
9670,Reds,364.852219919,686.0850341,811.968750641,Healthcare,95.4329024432,Yes,No
9671,Blues,409.881584606,579.884882041,572.099431178,Healthcare,299.053681858,Yes,No
9672,Greys,640.320321879,598.889270432,663.789493104,Healthcare,98.8716736637,Yes,No
9673,Greys,430.678806454,607.204267093,751.274452154,Education,186.766015958,Yes,No
9674,Yellows,385.208541447,592.383323032,604.135770723,Financial,31.2843109323,Yes,No
9675,Yellows,510.158696409,609.238108534,755.844424647,Healthcare,19.1138617819,Yes,No
9676,Reds,415.155019745,684.060719965,832.071277025,Environment,292.501468829,Yes,No
9677,Blues,423.830142208,578.644932884,601.947903411,Healthcare,36.4614055265,Yes,No
9678,Greys,,592.026595816,735.045154939,Environment,216.318481364,Yes,No
9679,Yellows,350.840454726,592.012233657,566.984172699,Environment,27.6623183545,Yes,No
9680,Reds,388.013393706,692.928946122,853.1712843,Social,96.0438940805,Yes,No
9681,Yellows,359.662994175,577.728946382,574.992601536,Financial,29.0406374514,Yes,No
9682,Oranges,409.414046636,553.485910624,722.730771307,Education,32.1062691144,Yes,No
9683,Blues,445.719228237,593.544314627,594.901770125,Financial,126.109287082,Yes,No
9684,Greens,927.253565238,720.361692954,586.430605967,Other,110.26711756,Yes,Yes
9685,Blues,422.56104794,545.909575949,602.843420322,Environment,118.530449638,Yes,No
9686,Blues,615.577789558,653.508229107,650.859909457,Environment,127.46648702,Yes,No
9687,Yellows,497.876163579,513.590022775,870.66419501,Financial,153.195013489,Yes,No
9688,Greens,838.944933189,837.641399831,583.718020469,Foreign_Affairs,131.845182685,Yes,Yes
9689,Oranges,807.163453371,855.557584625,675.461071082,Social,35.9055407309,Yes,No
9690,Reds,381.623540776,707.219884595,822.690934295,Financial,118.986621906,Yes,No
9691,Yellows,531.207824205,696.881304046,797.551024811,Environment,29.2924440816,Yes,No
9692,Yellows,376.771711358,625.713241773,575.466573231,Education,164.223409722,Yes,No
9693,Blues,431.428560809,561.131419004,578.697450405,Education,154.199705024,Yes,No
9694,Oranges,420.19526603,595.868264454,734.356206609,Healthcare,60.8033167549,Yes,No
9695,Browns,718.347595445,104.221260956,678.869898847,Financial,473.259816322,No,No
9696,Yellows,407.59965461,562.089831173,626.957265319,Education,26.4123611617,Yes,No
9697,Oranges,442.315857211,582.982432732,762.847113072,Social,242.605336344,Yes,No
9698,Greys,461.669062186,619.11512131,753.332333329,Financial,257.218393469,Yes,No
9699,Browns,457.61975353,278.893353892,284.090706391,Education,356.222006572,No,No
9700,Reds,386.233097164,686.772638034,867.017630131,Healthcare,16.955551517,Yes,No
9701,Yellows,450.607052,546.812935547,784.773963485,Financial,77.8197446831,Yes,No
9702,Blues,607.283889765,670.033531058,629.848389244,Social,136.716802346,Yes,No
9703,Whites,865.789715666,900.583729563,868.701886568,Military,87.4154082592,Yes,Yes
9704,Reds,380.076337053,713.102081513,839.129615232,Education,55.6960932458,Yes,No
9705,Yellows,415.059799793,653.493824453,645.719111401,Financial,75.0576008377,Yes,No
9706,Reds,372.68760021,668.490959956,827.824437228,Financial,53.3349763343,Yes,No
9707,Yellows,391.264966704,626.892374217,612.519332884,Healthcare,172.946876845,Yes,No
9708,Oranges,422.694541591,588.221236742,803.63601628,Education,70.5486025079,Yes,No
9709,Oranges,454.940477255,622.559749341,788.254060096,Financial,58.1850120879,Yes,No
9710,Yellows,498.449092059,658.309959509,730.277855685,Healthcare,88.630259367,Yes,No
9711,Yellows,371.564962961,535.384800899,632.152962546,Financial,83.1853856299,Yes,No
9712,Blues,411.761666735,559.904614614,604.979573187,Environment,252.025712677,Yes,No
9713,Reds,625.804359059,713.674184235,740.000343531,Education,207.139703266,Yes,No
9714,Greys,644.281974994,609.831750585,668.927505464,Social,111.157935705,Yes,No
9715,Yellows,480.985472776,655.999769949,802.233232115,Social,222.069298775,Yes,No
9716,Yellows,568.297246192,610.952157834,791.42429541,Education,119.70664184,Yes,No
9717,Greys,648.702107656,631.05747838,670.225517918,Education,82.141903877,Yes,No
9718,Reds,592.206402939,674.661468271,728.353990534,Healthcare,235.077433436,Yes,No
9719,Yellows,538.948157195,557.313393386,783.153383418,Social,26.5719738087,Yes,No
9720,Greys,463.413562517,586.530474188,725.151263562,Education,28.5016849235,Yes,No
9721,Blues,423.366462102,583.714488171,609.373493336,Healthcare,89.368380032,Yes,No
9722,Whites,189.721981995,421.914978435,683.311563144,Foreign_Affairs,55.5795051148,Yes,Yes
9723,Reds,617.857368353,680.618922507,715.234132997,Education,31.9500531923,Yes,No
9724,Browns,642.393115728,444.64960319,324.004897831,Social,488.1573287,No,No
9725,Blues,623.962311192,642.395813177,677.755342134,Education,50.931736623,Yes,No
9726,Pinks,968.427360271,917.36319405,952.922788104,Other,240.169289775,Yes,Yes
9727,Yellows,394.982048041,618.661554498,650.368952264,Healthcare,39.5861527492,Yes,No
9728,Blues,581.774231376,655.949590469,666.884106393,Education,95.623462811,Yes,No
9729,Yellows,424.260103126,632.096407867,592.625149736,Healthcare,60.4687325371,Yes,No
9730,Whites,155.354378512,548.82548941,986.069558694,Military,48.0553044426,Yes,Yes
9731,Whites,927.666579373,942.968815313,953.778310639,Military,185.050887097,Yes,Yes
9732,Reds,413.658515694,705.826023518,854.622098399,Financial,280.068928578,Yes,No
9733,Blues,618.278077573,660.127273687,681.592175123,Financial,206.103168472,Yes,No
9734,Yellows,478.888468196,537.98635244,866.680020716,Healthcare,135.587604359,Yes,No
9735,Reds,356.763238933,671.851521454,830.638684401,Healthcare,128.077427646,Yes,No
9736,Yellows,462.258544735,678.534376172,778.215128323,Healthcare,58.9670538338,Yes,No
9737,Yellows,437.525146577,656.145697921,633.719962138,Education,165.905865917,Yes,No
9738,Yellows,386.53782809,596.592219359,648.358445816,Education,259.997026851,Yes,No
9739,Oranges,414.443534549,518.147417105,736.77656534,Environment,127.062586482,Yes,No
9740,Yellows,374.129414013,537.824138327,,Environment,146.606392247,Yes,No
9741,Reds,631.396398318,659.206310609,724.265616775,Financial,55.4182178109,Yes,No
9742,Reds,318.524363975,655.472167909,821.070979432,Social,188.137642817,Yes,No
9743,Blues,413.516011187,575.818046348,582.325045694,Education,115.077584453,Yes,No
9744,Oranges,437.423164954,563.544446568,766.646561003,Education,51.592977065,Yes,No
9745,Greys,410.982598918,585.606188694,725.79891413,Social,95.95575423,Yes,No
9746,Yellows,421.228358659,561.894288257,679.223250414,Social,87.9254876282,Yes,No
9747,Yellows,416.263641459,609.340794823,775.20487079,Financial,91.6196475671,Yes,No
9748,Greens,884.959884469,816.115254922,798.725846456,Foreign_Affairs,246.773677285,Yes,Yes
9749,Reds,373.835030905,695.216816735,831.516478443,Financial,328.136478715,Yes,No
9750,Yellows,527.9433207,682.482449378,836.252974749,Education,98.5592895552,Yes,No
9751,Yellows,406.47210667,552.109042166,623.421579959,Healthcare,257.770200199,Yes,No
9752,Whites,53.6862539593,711.126430567,506.433033776,Foreign_Affairs,187.352903367,Yes,Yes
9753,Blues,565.449772011,650.477545192,679.463036618,Education,100.336081924,Yes,No
9754,Yellows,399.848248519,563.35427705,589.937985632,Social,132.795827348,Yes,No
9755,Reds,580.40208809,679.755347356,702.115463479,Healthcare,72.4093577138,Yes,No
9756,Reds,,713.513782502,803.07544352,Healthcare,195.116813807,Yes,No
9757,Oranges,434.605018936,546.056679332,748.473740888,Healthcare,115.157660852,Yes,No
9758,Greens,705.648153559,962.07166948,106.535216561,Other,274.632306051,Yes,Yes
9759,Greens,876.340411403,220.506104257,219.10289838,Foreign_Affairs,137.148070529,Yes,Yes
9760,Yellows,408.977738777,629.912381291,594.451255316,Environment,183.833134843,Yes,No
9761,Reds,401.649559986,698.709515943,872.401460891,Social,127.886146361,Yes,No
9762,Greys,620.180666296,625.953274033,660.314466776,Financial,68.7766291826,Yes,No
9763,Greys,609.478367495,612.468677937,652.274336909,Financial,139.877325376,Yes,No
9764,Yellows,503.058715225,661.471029958,839.989857677,Healthcare,47.3631480466,Yes,No
9765,Yellows,432.938663964,544.729164632,646.624647572,Education,45.4753469186,Yes,No
9766,Greys,453.596413347,624.261735041,757.104849526,Environment,220.114972346,Yes,No
9767,Reds,574.214144821,684.101561687,696.538084386,Financial,256.721057501,Yes,No
9768,Yellows,503.977464596,713.722780954,833.68195273,Education,266.485049705,Yes,No
9769,Reds,389.03568941,714.171810475,839.171806982,Education,172.90776585,Yes,No
9770,Blues,417.649981215,564.901541271,581.793247509,Financial,52.2857689359,Yes,No
9771,Blues,440.472640843,600.058591007,648.031341147,Environment,176.566113283,Yes,No
9772,Greys,490.825685636,631.774848175,743.628504301,Financial,94.7888512065,Yes,No
9773,Yellows,474.734123034,622.571851845,618.944803434,Environment,93.6502839799,Yes,No
9774,Reds,618.769762082,654.889633637,703.730565655,Healthcare,217.801817542,Yes,No
9775,Greens,951.973397383,993.389817367,880.700296024,Other,202.397257998,Yes,Yes
9776,Reds,613.719934566,651.402150032,711.150905496,Environment,103.401141879,Yes,No
9777,Blues,585.538812062,676.80341981,668.901491412,Social,64.9330646562,Yes,No
9778,Reds,425.407289637,675.83350543,789.717474032,Healthcare,128.51923982,Yes,No
9779,Blues,584.977716185,668.99367829,664.728078242,Environment,277.19939231,Yes,No
9780,Pinks,866.507855801,605.46676768,846.230443567,Military,138.690744256,Yes,Yes
9781,Reds,612.757693138,669.470794194,686.875046755,Environment,43.4027986769,Yes,No
9782,Whites,286.644083913,952.150645648,673.321251468,Foreign_Affairs,304.083884712,Yes,Yes
9783,Yellows,379.474417207,565.690658253,667.750442368,Education,130.150332068,Yes,No
9784,Pinks,977.74326689,696.702093584,942.257042051,Other,,Yes,
9785,Reds,613.307826927,681.005280029,737.992088767,Education,60.7865482575,Yes,No
9786,Blues,432.766801994,551.722652077,599.08640708,Education,137.960216633,Yes,No
9787,Blues,438.299366896,587.146428025,585.537089816,Education,87.0588807133,Yes,No
9788,Oranges,426.315614222,567.171477801,770.663909147,Social,59.1624224983,Yes,No
9789,Oranges,428.972712302,558.129776609,746.50332122,Financial,12.1511423346,Yes,No
9790,Oranges,455.226378562,601.779871791,787.553355872,Healthcare,187.223258674,Yes,No
9791,Whites,956.446498865,989.755033165,966.346089284,Military,56.2927853566,Yes,Yes
9792,Pinks,679.245915098,376.691645011,724.940961405,Military,32.7617869627,Yes,Yes
9793,Pinks,735.217112982,503.59724788,789.522042556,Military,40.8700167297,Yes,Yes
9794,Yellows,436.523589336,558.563075626,594.522067762,Social,201.710251255,Yes,No
9795,Greys,453.51448477,589.305282528,713.711031254,Financial,88.7073105147,Yes,No
9796,Oranges,783.449253455,851.005372551,683.816366335,Healthcare,102.135738182,Yes,No
9797,Oranges,805.582647156,855.687076356,695.212644375,Financial,218.649981497,Yes,No
9798,Pinks,992.885489215,924.314605771,995.663996646,Other,256.02747137,Yes,Yes
9799,Yellows,404.42494133,603.263472149,647.127921291,Environment,180.026890314,Yes,No
9800,Pinks,402.097768117,234.896645183,933.625884401,Other,40.9109183457,Yes,Yes
9801,Reds,388.097372875,734.179271296,867.184800496,Social,83.3562489734,Yes,No
9802,Yellows,485.783242145,630.969025755,759.141021506,Social,259.39578945,Yes,No
9803,Oranges,397.682240892,581.551197588,723.145529756,Healthcare,27.5299958688,Yes,No
9804,Yellows,359.723754942,625.233344318,626.720332464,Environment,37.6751039596,Yes,No
9805,Oranges,779.052278575,862.986091848,676.889350434,Environment,78.4897475151,Yes,No
9806,Oranges,801.57779829,878.037183285,691.432679274,Education,68.0160652198,Yes,No
9807,Yellows,399.884384112,587.708489342,607.540494833,Financial,22.3686828594,Yes,No
9808,Yellows,343.321784129,515.845631456,523.442701916,Financial,115.451297597,Yes,No
9809,Blues,399.513378449,587.371410233,588.6344343,Education,88.331890785,Yes,No
9810,Greens,963.033535263,888.271440784,839.05008412,Foreign_Affairs,153.0890059,Yes,Yes
9811,Greys,636.658630554,616.412012651,648.453064803,Education,11.1837896024,Yes,No
9812,Yellows,417.041732396,564.140002597,605.693527453,Healthcare,37.5983156883,Yes,No
9813,Blues,587.748134956,642.162068466,651.801733207,Environment,302.600438017,Yes,No
9814,Yellows,395.798700557,568.105245811,639.647762954,Financial,54.5755167448,Yes,No
9815,Yellows,387.231243388,517.468102731,561.005580995,Financial,95.0725406741,Yes,No
9816,Blues,607.810004592,630.414468645,695.588944439,Social,114.812912391,Yes,No
9817,Greys,466.881764511,631.306664846,750.390116326,Environment,200.757637448,Yes,No
9818,Blues,601.278285325,653.578942875,676.084209929,Healthcare,274.740060063,Yes,No
9819,Oranges,835.800666629,865.691034324,708.710141069,Financial,174.789685308,Yes,No
9820,Yellows,392.558309992,627.148529091,604.755213669,Education,122.504684742,Yes,No
9821,Yellows,458.132226983,600.801176826,650.892087743,Healthcare,116.753648408,Yes,No
9822,Greens,165.629774344,323.298619461,92.4669089727,Foreign_Affairs,292.435274748,Yes,Yes
9823,Pinks,700.128945399,653.065307299,722.383712534,Other,49.7820335708,Yes,Yes
9824,Yellows,487.23640847,525.570924705,757.758077987,Environment,49.1299650144,Yes,No
9825,Reds,618.284750916,672.416781657,713.654371547,Healthcare,65.4601818761,Yes,No
9826,Blues,578.378841643,671.924805315,665.928996883,Social,153.8444497,Yes,No
9827,Pinks,789.655612875,413.031104021,469.930242323,Other,67.7664516697,Yes,Yes
9828,Yellows,395.172898119,586.965484852,583.429158816,Healthcare,218.052470561,Yes,No
9829,Blues,451.969931148,596.11318671,618.593931262,Social,240.264896124,Yes,No
9830,Pinks,977.470860375,95.9998629987,662.463244056,Other,56.1484411745,Yes,Yes
9831,Pinks,978.296204284,678.135366412,979.789907912,Other,192.854014987,Yes,Yes
9832,Greys,462.984049872,597.939344768,760.536993036,Education,107.20695856,Yes,No
9833,Yellows,550.704118238,515.674234898,791.401606598,Environment,36.4339864537,Yes,No
9834,Reds,519.230987381,636.266792947,609.412864785,Financial,128.279098575,Yes,No
9835,Whites,746.593436925,791.344803542,920.320045876,Foreign_Affairs,153.688804352,Yes,Yes
9836,Blues,385.103747778,572.875879988,588.231738079,Education,167.112271149,Yes,No
9837,Yellows,498.743929451,605.006247423,833.629472546,Healthcare,208.145145594,Yes,No
9838,Greens,640.820914357,505.43932608,473.526745336,Other,43.8172752453,Yes,Yes
9839,Blues,596.74562781,650.041653689,704.862734187,Environment,87.7386019663,Yes,No
9840,Oranges,430.922816255,583.204856605,803.071769406,Education,104.107585479,Yes,No
9841,Greys,458.36313971,626.650758439,732.810787555,Social,214.244226583,Yes,No
9842,Blues,420.449455322,569.379340426,619.695321787,Healthcare,268.64097575,Yes,No
9843,Yellows,505.306177613,589.087505306,840.757647679,Education,136.533584177,Yes,No
9844,Oranges,383.987766486,573.820587709,751.02747361,Social,294.063802199,Yes,No
9845,Blues,556.679796656,634.113181934,622.243158962,Social,115.967172339,Yes,No
9846,Yellows,380.354605906,604.39477323,608.34361011,Financial,141.393614533,Yes,No
9847,Greys,448.023642772,596.707304339,735.867267398,Financial,277.746945222,Yes,No
9848,Yellows,397.198292844,624.139138461,623.313087757,Social,146.41619992,Yes,No
9849,Yellows,430.884646956,582.424382443,647.499334391,Social,120.102752585,Yes,No
9850,Yellows,503.963162012,597.687154035,836.355856613,Healthcare,204.887862749,Yes,No
9851,Yellows,395.757427606,609.912292748,631.181848683,Social,208.282370053,Yes,No
9852,Yellows,410.64769992,621.244653697,631.555618372,Education,39.0109132302,Yes,No
9853,Yellows,394.433958348,649.650842476,662.926489845,Social,274.321476881,Yes,No
9854,Whites,906.388115603,968.337251739,916.369744681,Foreign_Affairs,255.522084913,Yes,Yes
9855,Greys,616.354806314,607.168292384,663.096846633,Social,128.088330742,Yes,No
9856,Whites,525.007884717,573.999763879,713.590014552,Foreign_Affairs,118.903654259,Yes,Yes
9857,Reds,365.951076333,681.444206858,882.18149026,Environment,204.450737647,Yes,No
9858,Purples,299.127342063,723.740290463,574.516095404,Environment,258.697697075,No,Yes
9859,Greens,988.06067009,923.764831842,859.117562883,Other,148.916794008,Yes,Yes
9860,Pinks,227.308502866,129.753577057,604.548293137,Military,105.368795596,Yes,Yes
9861,Whites,994.270859752,996.553226796,999.473763847,Foreign_Affairs,85.4958530844,Yes,Yes
9862,Blues,415.260164035,597.779132862,644.256061274,Healthcare,106.863809725,Yes,No
9863,Greens,999.680078051,991.287009311,989.626132417,Other,147.683926891,Yes,Yes
9864,Reds,364.621122662,662.065833354,809.696173108,Healthcare,55.5235275782,Yes,No
9865,Browns,324.233991221,555.882306701,672.126952048,Financial,438.113476293,No,No
9866,Yellows,391.080632596,572.32144798,650.421506796,Financial,50.7664521437,Yes,No
9867,Greens,909.754619298,916.653042983,826.100048609,Foreign_Affairs,125.200716104,Yes,Yes
9868,Greys,458.70480105,615.566070878,729.841150842,Education,146.133102183,Yes,No
9869,Blues,603.659613744,648.147008221,667.642245956,Education,76.6174766063,Yes,No
9870,Blues,598.50600784,643.598674401,695.394478575,Environment,249.129643378,Yes,No
9871,Reds,558.046258428,634.928506487,721.908052804,Social,105.962691932,Yes,No
9872,Yellows,327.836758048,533.853386777,526.703456029,Environment,55.2162380945,Yes,No
9873,Browns,73.2204927279,127.711398719,943.790227479,Education,394.937808271,No,No
9874,Blues,595.006996937,665.89247146,639.15771178,Environment,84.3735193916,Yes,No
9875,Blues,411.384166886,574.281092299,608.298515892,Healthcare,17.4053962682,Yes,No
9876,Reds,612.952035886,669.042527297,711.611761374,Environment,217.488984204,Yes,No
9877,Greens,671.613962119,758.633324742,603.395371232,Other,139.260274605,Yes,Yes
9878,Yellows,496.724247386,550.867660191,698.901672875,Healthcare,54.4466099945,Yes,No
9879,Greens,430.897158579,842.482681953,330.506909871,Other,34.6576885342,Yes,Yes
9880,Whites,758.086003596,848.031926692,819.180146378,Foreign_Affairs,44.0121428906,Yes,Yes
9881,Oranges,411.498870515,527.948848961,689.597372316,Environment,199.156028575,Yes,No
9882,Blues,405.510125183,591.085195974,608.704624642,Social,302.138275855,Yes,No
9883,Reds,394.157390847,669.650489403,784.804615256,Environment,264.754389732,Yes,No
9884,Yellows,546.18390832,608.774622387,715.396423422,Social,83.5382908714,Yes,No
9885,Yellows,425.761944623,566.552663091,690.117165594,Social,34.7950603606,Yes,No
9886,Reds,358.770123465,689.967399983,830.431594045,Environment,33.9760602825,Yes,No
9887,Pinks,974.841024818,921.290001832,994.099252729,Other,28.0732831043,Yes,Yes
9888,Yellows,579.642801186,602.975051956,756.533033927,Healthcare,46.6587798992,Yes,No
9889,Yellows,403.952322889,620.293256479,613.239259826,Social,28.4441114961,Yes,No
9890,Pinks,938.819259217,800.372417318,843.036609356,Military,55.8804735081,Yes,Yes
9891,Blues,424.758109835,571.171256315,586.304405987,Financial,124.75351055,Yes,No
9892,Reds,368.864351222,668.892632822,851.13142496,Education,65.0189566893,Yes,No
9893,Yellows,375.184174373,564.439642572,643.69283249,Social,196.532757706,Yes,No
9894,Blues,436.227428248,577.783140741,599.371549559,Healthcare,65.0751569678,Yes,No
9895,Yellows,357.533407038,580.661372768,563.64168841,Financial,228.863648463,Yes,No
9896,Yellows,386.141889742,558.100448852,589.190818001,Financial,225.446107681,Yes,No
9897,Yellows,425.332761327,557.199170686,644.644628303,Financial,229.232272422,Yes,No
9898,Blues,588.451727413,657.523468144,649.85665445,Financial,330.97970794,Yes,No
9899,Greens,640.198938308,325.123323391,205.915255705,Other,63.9224363055,Yes,Yes
9900,Yellows,422.821944892,576.680113452,563.062398818,Financial,272.667174809,Yes,No
9901,Yellows,505.591685657,638.32229721,827.648839237,Social,310.071997145,Yes,No
9902,Yellows,440.815287876,628.309432982,605.639691973,Social,112.784416076,Yes,No
9903,Blues,422.606461647,556.321740358,589.879790653,Education,78.4061639573,Yes,No
9904,Blues,601.579411179,643.384106549,669.517117543,Financial,25.9215825239,Yes,No
9905,Blues,414.749440281,596.287008653,611.100320795,Education,220.501305829,Yes,No
9906,Yellows,490.276796824,681.261449723,792.7441014,Healthcare,142.780712264,Yes,No
9907,Yellows,481.499783899,630.476877474,777.369792949,Environment,172.832003178,Yes,No
9908,Reds,385.873775978,704.150873821,839.816939408,Healthcare,148.917873659,Yes,No
9909,Yellows,439.407072668,643.048952886,675.059361065,Healthcare,155.652620861,Yes,No
9910,Reds,561.691730367,653.761591512,683.330021035,Social,129.296479075,Yes,No
9911,Pinks,504.552651244,262.857015477,458.136219188,Other,247.428406444,Yes,Yes
9912,Reds,560.932777525,644.796252668,659.229042703,Healthcare,60.7862060268,Yes,No
9913,Greens,923.709446655,793.872622281,626.375250518,Other,25.3143400604,Yes,Yes
9914,Blues,412.127550137,581.150225962,591.879603595,Healthcare,58.928424178,Yes,No
9915,Whites,317.738998448,897.357910758,340.311490755,Foreign_Affairs,169.531201573,Yes,Yes
9916,Reds,586.539987431,659.085295334,659.808921886,Financial,152.122322788,Yes,No
9917,Yellows,411.628238318,565.343791137,622.556684509,Environment,138.583255866,Yes,No
9918,Greens,877.91231722,922.825113555,829.539151862,Other,210.252267683,Yes,Yes
9919,Greys,410.70763937,597.658814147,734.098758723,Financial,195.802681537,Yes,No
9920,Reds,594.050369602,675.451387276,708.538256697,Social,50.1704447074,Yes,No
9921,Greens,810.625890491,883.209332791,781.56287875,Other,28.4148489756,Yes,Yes
9922,Greys,441.126611082,607.235759788,712.287822618,Healthcare,173.276026685,Yes,No
9923,Yellows,427.44123515,574.682038446,646.302122426,Education,200.497647358,Yes,No
9924,Browns,1.96097641286,232.846137348,806.827918956,Healthcare,684.308442799,No,No
9925,Browns,637.100831745,182.090052243,409.855570858,Environment,509.489060145,No,No
9926,Greys,450.266816864,574.702950328,721.712319138,Education,162.420730054,Yes,No
9927,Blues,401.171487582,560.882338451,584.911956518,Healthcare,320.035932041,Yes,No
9928,Reds,427.704946919,738.974152478,858.638814029,Healthcare,63.3854912125,Yes,No
9929,Greens,987.797662026,904.474140945,867.181105539,Other,238.917380554,Yes,Yes
9930,Yellows,365.960033796,593.563518872,596.22192511,Social,172.425636796,Yes,No
9931,Pinks,812.68944109,698.988514952,834.851726124,Other,268.681633278,Yes,Yes
9932,Yellows,372.972238683,527.78199141,612.499157829,Environment,308.990117714,Yes,No
9933,Reds,580.881701227,657.919340467,703.714746078,Education,87.6927561206,,No
9934,Yellows,575.491114721,633.854100123,788.947766046,Education,153.649927768,Yes,No
9935,Yellows,450.447279282,550.38361041,770.098914352,Environment,285.284095227,Yes,No
9936,Pinks,876.551264325,728.105860762,776.516736401,Other,143.735550537,Yes,Yes
9937,Blues,429.997410216,598.78698803,629.577014951,Social,103.127863907,Yes,No
9938,Reds,616.209029776,657.131377071,700.702022466,Healthcare,187.901489911,Yes,No
9939,Pinks,682.852184562,487.757555209,560.335775113,Military,192.368561497,Yes,Yes
9940,Blues,401.623767837,542.578294999,550.250139054,Financial,108.973493039,Yes,No
9941,Reds,407.589033167,682.598099037,847.849011429,Social,87.3506779542,Yes,No
9942,Yellows,365.759107757,576.811839487,530.142148177,Healthcare,171.490319556,Yes,No
9943,Whites,622.102711117,896.289518664,817.241480613,Foreign_Affairs,77.8360909015,Yes,Yes
9944,Reds,612.482589291,656.033915173,683.137518435,Social,153.806757664,Yes,No
9945,Browns,550.743754269,665.759716889,324.714925601,Social,401.243702098,No,No
9946,Yellows,514.143574547,626.294793505,749.062205845,Financial,154.294886358,Yes,No
9947,Reds,356.350672492,686.233394961,806.963400843,Environment,129.986117671,Yes,No
9948,Blues,374.04291934,578.244120721,596.734427959,Environment,167.904897676,Yes,No
9949,Yellows,490.96794808,547.256471715,754.049635398,Education,73.2821225221,Yes,No
9950,Blues,414.805822535,567.921948417,578.965479384,Social,265.022462939,Yes,No
9951,Greys,629.179286317,603.469507885,649.136535193,Environment,229.184688845,Yes,No
9952,Blues,434.535775632,567.268108679,617.111537568,Education,200.528973384,Yes,No
9953,Greys,606.81529637,582.501562893,632.663743213,Environment,197.813780577,Yes,No
9954,Yellows,382.774256576,590.688780237,643.947491484,Environment,30.0455367925,Yes,No
9955,Greens,647.606561846,901.277704664,443.824259099,Foreign_Affairs,192.464483499,Yes,Yes
9956,Yellows,453.485716648,555.354470334,633.948711363,Healthcare,20.0735550067,Yes,No
9957,Whites,212.429878535,837.349311576,678.189364055,Military,199.461952164,Yes,Yes
9958,Blues,576.945161477,613.755452632,625.5745112,Environment,105.486552091,Yes,No
9959,Greens,709.420149511,431.102636316,330.837710528,Other,69.5956085213,Yes,Yes
9960,Pinks,994.403021366,989.99880231,998.871172799,Military,89.3463926083,Yes,Yes
9961,Blues,581.868138956,632.234052587,647.961551719,Financial,35.3690330383,Yes,No
9962,Greys,494.839231056,651.769310073,730.668322287,Education,73.9840625753,Yes,No
9963,Oranges,787.067339218,859.97753977,701.309024005,Healthcare,76.6455567819,Yes,No
9964,Blues,592.255012783,653.823478164,673.515949736,Healthcare,209.093892858,Yes,No
9965,Pinks,334.076106894,268.222169252,376.392330719,Other,79.2469963401,Yes,Yes
9966,Blues,597.65958396,677.343285018,669.42636417,Financial,301.943724813,Yes,No
9967,Reds,598.566555595,662.092164926,678.350331132,Financial,102.395875791,Yes,No
9968,Yellows,427.623291911,658.941643918,654.866810029,Financial,75.6024768425,Yes,No
9969,Yellows,448.929135331,610.507996178,800.97294984,Financial,129.763886306,Yes,No
9970,Blues,595.387875793,633.099384824,701.169261045,Social,157.08640204,Yes,No
9971,Whites,280.621228972,493.306374927,721.752345495,Military,227.808958894,Yes,Yes
9972,Yellows,509.600857442,635.636566391,794.510908274,Financial,21.9045271766,Yes,No
9973,Greens,934.760412943,628.853465631,556.426445954,Other,275.23949371,Yes,Yes
9974,Yellows,408.037692205,554.343704882,576.616824149,Financial,241.941820137,Yes,No
9975,Yellows,519.192225392,564.168738804,835.381799353,Education,42.0114849992,Yes,No
9976,Reds,593.095579163,669.772815855,737.391019747,Environment,250.615198737,Yes,No
9977,Yellows,533.407901654,622.071211098,906.375849484,Financial,273.302766694,Yes,No
9978,Greens,418.154438933,860.580304255,398.316045292,Foreign_Affairs,163.216220938,Yes,Yes
9979,Oranges,429.343117493,652.61202696,792.376073051,Financial,35.960487693,Yes,No
9980,Yellows,436.810376872,560.977432119,584.848016991,Social,120.554440085,Yes,No
9981,Whites,11.328960536,198.611773385,330.229156476,Foreign_Affairs,116.288194971,Yes,Yes
9982,Pinks,713.418156795,701.734805945,901.477172134,Other,86.0482398833,Yes,Yes
9983,Whites,5.0778281875,405.457123295,517.035821702,Military,194.676617152,Yes,Yes
9984,Oranges,426.279196432,529.175634128,741.520815229,Financial,216.858713908,Yes,No
