,Vote,Yearly_ExpensesK,Yearly_IncomeK,Overall_happiness_score,Most_Important_Issue,Avg_Residancy_Altitude,Will_vote_only_large_party,Financial_agenda_matters
2750,Reds,374.000945011,724.663039836,836.918147422,Healthcare,41.8554549466,Yes,No
2751,Greys,453.858472277,603.966051645,728.888305601,Financial,86.1216052682,Yes,No
2752,Yellows,440.056541875,590.921987762,645.563748457,Social,180.054999254,Yes,No
2753,Yellows,451.966563946,624.629098852,632.084766014,Environment,109.37486233,Yes,No
2754,Oranges,431.361971262,531.077557395,770.836859085,Healthcare,62.8247353337,Yes,No
2755,Yellows,372.989698899,567.261225781,621.08404197,Education,85.8591680693,Yes,No
2756,Reds,582.096740101,670.810202271,685.560668462,Education,159.770533346,Yes,No
2757,Blues,611.89464924,664.287729244,664.155954528,Financial,97.6697925436,Yes,No
2758,Browns,377.017955134,714.906679462,793.207707401,Financial,612.75814515,No,No
2759,Blues,539.082446811,637.188227016,657.631938557,Financial,101.661149609,Yes,No
2760,Whites,688.007182674,865.581946121,722.983199588,Military,321.526452234,Yes,Yes
2761,Blues,418.322294264,599.562130707,611.354754544,Social,88.6148720486,Yes,No
2762,Yellows,376.29694924,551.970683102,593.255995075,Environment,74.2884868205,Yes,No
2763,Blues,426.264279112,595.742433961,606.239604355,Social,202.521592823,Yes,No
2764,Greens,710.362848213,339.976674248,114.121756051,Foreign_Affairs,147.676013337,Yes,Yes
2765,Pinks,402.379337992,343.186190352,490.522177793,Military,303.680089659,Yes,Yes
2766,Greys,485.600890967,624.313192992,729.769898097,Environment,233.810931392,Yes,No
2767,Oranges,388.03129677,560.841307514,757.654169425,Healthcare,172.95153415,Yes,No
2768,Yellows,385.150187216,582.334647251,616.074569252,Education,280.504137758,Yes,No
2769,Blues,390.665260539,572.221837149,606.199446058,Environment,33.3244013559,Yes,No
2770,Yellows,451.980125481,595.005195807,648.899783027,Healthcare,137.6914654,Yes,No
2771,Whites,152.367638191,681.030925098,597.578795502,Foreign_Affairs,187.880090281,Yes,Yes
2772,Blues,567.432854811,662.664062727,638.527115685,Financial,23.0872519706,Yes,No
2773,Reds,392.031025412,674.027572275,820.977808151,Environment,136.53272744,Yes,No
2774,Whites,429.443761241,496.689920293,446.53791691,Military,60.8828960475,Yes,Yes
2775,Yellows,455.131425403,636.598475397,867.250163761,Environment,174.634396798,Yes,No
2776,Whites,421.095878817,882.594142563,782.092697518,Military,26.6159077526,Yes,Yes
2777,Yellows,514.273270299,670.398157719,702.611040972,Environment,53.110136972,Yes,No
2778,Oranges,395.023927098,566.311694267,746.782334259,Environment,148.702234948,Yes,No
2779,Yellows,425.250861248,566.274065174,598.156129752,Education,258.330429924,Yes,No
2780,Yellows,447.518905211,602.875929938,807.318433618,Financial,104.568214689,Yes,No
2781,Yellows,391.971856386,593.594859118,600.137229989,Environment,140.04022628,Yes,No
2782,Greens,,809.211429012,644.77058663,Other,90.4987062686,Yes,Yes
2783,Greens,883.390224081,530.248626508,151.532738935,Foreign_Affairs,155.577345944,Yes,Yes
2784,Yellows,435.970570421,567.545640802,704.714459496,Education,64.9275418065,Yes,No
2785,Oranges,445.754618367,586.777318306,723.51688428,Social,73.3388056976,Yes,No
2786,Browns,698.920763181,169.439098839,737.624211734,Healthcare,472.402500382,No,No
2787,Reds,351.142493953,661.617034637,877.712658429,Education,87.8474566526,Yes,No
2788,Reds,618.057895916,639.849183826,713.950583723,Environment,215.238491743,Yes,No
2789,Blues,406.109347648,596.993792243,590.079390709,Environment,154.094403446,Yes,No
2790,Blues,601.551170173,642.943131454,660.979158911,Environment,28.0221139879,Yes,No
2791,Greys,660.959568709,647.592173877,660.798165042,Education,241.788839757,Yes,No
2792,Yellows,391.453010775,604.598150578,596.066091373,Environment,205.249192692,Yes,No
2793,Reds,638.95176517,684.282406684,707.017321869,Environment,27.3450206315,Yes,No
2794,Pinks,924.695813294,810.627732193,906.022898012,Other,108.215144599,Yes,Yes
2795,Yellows,483.941676633,617.191395034,850.430483936,Financial,313.143825848,Yes,No
2796,Yellows,567.126097401,509.010242826,786.709507649,Education,226.956603054,Yes,No
2797,Yellows,420.661608503,545.727024392,575.487279639,Education,211.429335966,Yes,No
2798,Blues,408.042951123,565.641439797,583.639412684,Education,150.622715202,Yes,No
2799,Pinks,463.09312956,427.128429525,756.124605876,Other,43.69144214,Yes,Yes
2800,Yellows,434.424729255,538.976776714,560.866588487,Financial,138.641256987,Yes,No
2801,Yellows,421.400979864,615.968023056,636.073569311,Social,228.881220753,Yes,No
2802,Yellows,413.334228665,586.351855896,632.554751615,Education,93.8945649656,Yes,No
2803,Blues,588.707203807,632.029982407,652.618191066,Education,211.916614049,Yes,No
2804,Greys,620.2040159,592.681271994,668.20085204,Environment,205.867018009,Yes,No
2805,Yellows,410.609922247,539.883165154,575.11334716,Healthcare,55.2839593133,Yes,No
2806,Yellows,466.11626301,597.608186119,610.80673773,Environment,140.867364911,Yes,No
2807,Oranges,827.532052553,892.858876033,722.932395413,Financial,119.696377931,Yes,No
2808,Oranges,794.465128874,846.352793199,709.843436289,Environment,195.178093056,Yes,No
2809,Yellows,490.438546541,640.061584671,803.372157429,Education,80.4502237284,Yes,No
2810,Yellows,540.778326262,657.281045529,817.010992075,Healthcare,325.729840082,Yes,No
2811,Yellows,388.983759497,624.07824171,628.873097933,Healthcare,184.814855816,Yes,No
2812,Whites,456.848024391,962.935400639,475.997149091,Military,53.6824134323,Yes,Yes
2813,Oranges,833.67065895,864.64284887,705.234129618,Education,249.909769876,Yes,No
2814,Blues,620.58198215,681.18070936,692.523793143,Social,104.462986916,Yes,No
2815,Reds,577.108024768,661.180994068,677.164242942,Environment,215.570624913,Yes,No
2816,Yellows,404.971849803,588.332145544,625.741409404,Social,30.8858410156,Yes,No
2817,Whites,197.442011908,614.774872479,503.339852672,Military,205.796053863,Yes,Yes
2818,Oranges,776.916913877,830.276209511,674.148610524,Healthcare,60.2896336655,Yes,No
2819,Greens,513.002327598,440.013866534,164.667551871,Foreign_Affairs,339.449203622,Yes,Yes
2820,Reds,422.896781719,,878.496050536,Financial,140.375948783,Yes,No
2821,Whites,14.5003409125,453.220114145,777.553890886,Foreign_Affairs,82.1969369908,Yes,Yes
2822,Yellows,555.397832134,675.817130015,916.926208803,Education,184.160019878,Yes,No
2823,Greys,592.161234651,594.92240575,647.741505938,Social,288.466740993,Yes,No
2824,Blues,434.015437345,596.647518806,626.426381897,Financial,17.8631089727,Yes,No
2825,Purples,314.54536794,744.962416529,902.472150205,Education,-11.0296632741,No,Yes
2826,Greys,633.025698802,606.646322474,680.052230248,Social,106.723078228,Yes,No
2827,Blues,588.593672223,642.3245007,665.731668547,Financial,208.160671266,Yes,No
2828,Whites,172.150657978,664.480105903,556.552242932,Foreign_Affairs,124.724546878,Yes,Yes
2829,Yellows,399.567577223,588.950848471,606.659256177,Social,36.6012206044,Yes,No
2830,Yellows,506.378460375,611.877594753,692.04794725,Healthcare,127.057612863,Yes,No
2831,Greys,604.429496792,596.96439377,629.160802341,Healthcare,181.84686728,Yes,No
2832,Yellows,407.989721255,549.831758218,575.672666984,Healthcare,68.7047461804,Yes,No
2833,Blues,602.426137049,629.022245525,669.633350688,Environment,73.9818117412,Yes,No
2834,Whites,634.956759633,738.55975128,707.34842737,Military,113.270631483,Yes,Yes
2835,Oranges,400.460342221,573.688581565,749.394389578,Healthcare,94.6420568822,Yes,No
2836,Greys,577.014281873,576.734064229,642.412916259,Financial,225.379418648,,No
2837,Whites,348.359187599,967.441841868,807.591138399,Military,131.848765112,Yes,Yes
2838,Yellows,419.353627075,559.30958898,592.287346372,Financial,208.833864944,Yes,No
2839,Pinks,517.259891865,472.5944479,723.681669696,Military,78.822598763,Yes,Yes
2840,Yellows,381.897890129,529.721683651,637.375291241,Healthcare,122.935569063,Yes,No
2841,Reds,368.734558251,707.609036671,845.812619908,Social,110.444522305,Yes,No
2842,Greys,461.654250787,543.730093882,706.424288215,Healthcare,24.3721097759,Yes,No
2843,Greys,606.496128878,585.669898608,650.501985208,Social,209.098444106,Yes,No
2844,Yellows,402.791253883,645.03250542,692.332769391,Healthcare,302.571171522,Yes,No
2845,Yellows,483.886003118,659.499923304,754.368933826,Financial,45.2767245516,Yes,No
2846,Yellows,471.465609216,652.798082948,760.786699415,Social,115.21925377,Yes,No
2847,Reds,367.8837543,728.52466554,829.107739932,Social,109.778783009,Yes,No
2848,Greys,462.793469054,606.638916938,747.04519329,Social,79.6922182549,Yes,No
2849,Yellows,439.65049127,546.823397475,771.567888568,Social,59.1032412765,Yes,No
2850,Greys,442.451384364,582.542554398,727.415554924,Financial,101.904533366,Yes,No
2851,Yellows,463.832142726,567.030535557,783.291412413,Healthcare,59.3915272263,Yes,No
2852,Oranges,418.708436754,560.642313471,770.584839186,Social,155.117354086,Yes,No
2853,Pinks,548.485100592,20.0441272464,903.746799235,Other,71.7305787329,Yes,Yes
2854,Greys,619.506189496,615.026625934,656.320623707,Education,269.745302308,Yes,No
2855,Reds,397.865300695,696.084179689,862.699079687,Social,78.4331094418,Yes,No
2856,Blues,434.749991741,605.327295676,607.745092387,Social,212.663947475,Yes,No
2857,Blues,612.178622972,658.08282687,704.796145481,Financial,56.4670833131,Yes,No
2858,Reds,570.829826132,612.101268605,654.689603045,Financial,96.1961751492,Yes,No
2859,Greys,468.383979881,632.094171804,746.552007251,Healthcare,58.3820571055,Yes,No
2860,Purples,271.844314826,683.940042548,825.154806579,Healthcare,301.673952414,No,Yes
2861,Whites,139.95232759,832.951810639,652.098143236,Military,304.488987355,Yes,Yes
2862,Pinks,649.824861323,210.35115351,542.611591398,Military,169.387779297,Yes,Yes
2863,Blues,407.64521617,542.91953893,534.865158182,Financial,319.668467616,Yes,No
2864,Pinks,394.679891069,306.359882234,720.432919568,Military,62.1515216435,Yes,Yes
2865,Oranges,404.116248952,559.4869099,769.524926329,Healthcare,42.8827124099,Yes,No
2866,Whites,75.0120703597,971.41575773,950.591344577,Foreign_Affairs,152.715515997,Yes,Yes
2867,Browns,179.245574566,609.610370161,390.74052707,Financial,661.958259121,No,No
2868,Pinks,887.894928984,849.811607506,972.355548534,Other,131.841045851,Yes,Yes
2869,Blues,565.395124446,663.29470992,679.586507963,Education,305.38638664,Yes,No
2870,Greys,610.778103983,590.874414113,643.941693131,Healthcare,336.86465488,Yes,No
2871,Pinks,565.996502917,536.52061685,627.899879014,Other,60.877879138,Yes,Yes
2872,Oranges,808.149659074,863.748888551,705.335080959,Social,82.0005951622,Yes,No
2873,Browns,140.48202945,476.862724732,784.606760227,Financial,581.535763893,No,No
2874,Yellows,434.922073679,595.208661546,843.506614022,Environment,246.589501431,Yes,No
2875,Blues,593.00012305,638.891913628,668.606183749,Social,224.217838391,Yes,No
2876,Oranges,808.796084271,842.332454977,729.938989955,Education,13.3229024272,Yes,No
2877,Yellows,417.992568587,630.739023102,635.951606909,Environment,288.200801231,Yes,No
2878,Blues,566.80044819,636.59950024,642.930703455,Healthcare,180.6247678,Yes,No
2879,Blues,409.607851876,557.020212066,614.051879479,Healthcare,232.171911679,,No
2880,Blues,435.294897685,575.590482695,596.079494359,Healthcare,48.0830937177,Yes,No
2881,Greys,460.824887227,591.395319815,755.324293834,Environment,92.6554492778,Yes,No
2882,Yellows,555.397135398,637.69273131,908.735285113,Environment,260.59565349,Yes,No
2883,Pinks,774.276159722,626.078939764,823.456539988,Military,31.9865406837,Yes,Yes
2884,Blues,,572.663292642,615.289318827,Environment,83.0767414977,Yes,No
2885,Greens,634.057628702,529.778872975,182.666632812,Foreign_Affairs,114.943185368,Yes,Yes
2886,Oranges,453.704413192,573.779010268,751.239276362,Financial,180.204497739,Yes,No
2887,Blues,410.017141932,578.795149062,591.09766104,Healthcare,48.2274962758,Yes,No
2888,Blues,574.392486021,602.624614274,649.910193692,Financial,106.197774132,Yes,No
2889,Oranges,426.969791778,579.915322261,761.061802047,Education,147.040643269,Yes,No
2890,Whites,841.605225578,966.902369326,845.46522925,Foreign_Affairs,61.9529549819,Yes,Yes
2891,Yellows,492.598870168,616.517420517,787.822925825,Healthcare,39.1881006359,Yes,No
2892,Yellows,613.170762529,678.453443336,751.799226607,Education,29.9607746044,Yes,No
2893,Reds,591.318930029,666.404101184,680.030338939,Social,179.986811021,Yes,No
2894,Yellows,402.573191731,557.595525261,660.015332089,Social,16.6082676032,Yes,No
2895,Browns,808.170642606,816.546798724,669.659130091,Environment,397.891170979,No,No
2896,Blues,405.525340673,597.588688261,603.635915974,Financial,131.481458544,Yes,No
2897,Greys,648.592935951,629.765915449,704.733873382,Education,90.8861536217,Yes,No
2898,Blues,415.444128704,602.630276065,598.245960685,Financial,251.791972009,Yes,No
2899,Whites,636.864926433,741.673909287,659.567137296,Foreign_Affairs,273.427457623,Yes,Yes
2900,Blues,406.715136591,544.487598963,604.603366989,Social,101.148408571,Yes,No
2901,Yellows,372.276730116,567.764814601,634.022484027,Social,120.573132384,Yes,No
2902,Blues,578.804616629,610.086860574,616.211811726,Healthcare,267.838951551,Yes,No
2903,Yellows,536.589219993,640.142008286,803.149587065,Education,98.2328739891,Yes,No
2904,Yellows,488.635796124,634.792834034,751.914263425,Social,120.835726715,Yes,No
2905,Greens,925.056637474,601.432071973,274.255593307,Other,193.343093309,Yes,Yes
2906,Reds,398.295389303,688.877860019,862.390352776,Healthcare,53.8823500445,Yes,No
2907,Yellows,372.126530384,603.707795186,660.899201063,Financial,69.8076206904,Yes,No
2908,Yellows,386.328628326,612.624040072,616.380216509,Social,29.7031961472,Yes,No
2909,Yellows,496.956839778,666.573341452,867.505221037,Social,155.363057272,Yes,No
2910,Blues,459.143383147,613.931533046,638.647374296,Environment,68.3478396967,Yes,No
2911,Yellows,315.538601708,535.383197465,566.581436584,Education,84.0431766057,Yes,No
2912,Blues,552.436055128,613.135225419,614.46379214,Social,234.859160774,Yes,No
2913,Browns,405.406183201,827.146544301,595.244625923,Healthcare,363.927646023,No,No
2914,Greens,935.208012563,635.809464762,495.974072022,Foreign_Affairs,82.6283977376,Yes,Yes
2915,Blues,402.320139037,562.258090111,616.848531865,Healthcare,302.648867274,Yes,No
2916,Blues,590.355905957,676.754950615,670.972481434,Financial,61.0536596154,Yes,No
2917,Yellows,578.290657944,606.345267821,882.638021791,Financial,243.275586905,Yes,No
2918,Greys,618.581769728,583.611005158,635.5372545,Environment,292.773645463,Yes,No
2919,Blues,440.753597814,576.784948556,616.810767632,Healthcare,48.1581352021,Yes,No
2920,Yellows,415.749410216,570.570741043,590.239313198,Environment,219.740191781,Yes,No
2921,Blues,417.248759178,571.814804318,608.457399182,Education,305.390030665,Yes,No
2922,Yellows,421.750682139,612.711859789,649.413724025,Healthcare,127.75396853,Yes,No
2923,Yellows,339.915765017,577.152273531,640.806781385,Environment,50.7916754948,Yes,No
2924,Reds,420.657709734,726.241341156,890.780133327,Financial,19.5051056931,Yes,No
2925,Pinks,995.796568077,994.703361066,999.128354912,Military,45.3643489405,Yes,Yes
2926,Yellows,354.169563355,562.666934855,654.375182349,Healthcare,295.748110827,Yes,No
2927,Yellows,419.081110931,622.262323381,671.511266789,Education,45.6457519948,Yes,No
2928,Greys,619.762098847,617.506756799,642.49883646,Education,104.944001768,Yes,No
2929,Oranges,438.176766178,577.573384522,732.73469008,Social,206.409592814,Yes,No
2930,Reds,638.233407648,670.579865126,738.152240596,Financial,145.904502226,Yes,No
2931,Reds,610.222072604,651.359992311,678.411963897,Financial,95.4631081613,Yes,No
2932,Blues,462.654690994,594.67010636,614.058467639,Healthcare,182.874344019,Yes,No
2933,Blues,445.970165749,589.997833771,606.214780543,Healthcare,206.176288237,Yes,No
2934,Blues,439.885465651,616.980889182,612.414842026,Social,61.4409323233,Yes,No
2935,Yellows,387.177477458,556.462936429,589.816764903,Healthcare,211.915757279,Yes,No
2936,Reds,369.220763131,710.423385384,858.224577049,Environment,59.6996638577,Yes,No
2937,Yellows,442.37640435,581.849957878,630.433669259,Social,61.620645679,Yes,No
2938,Oranges,812.316353822,832.883380425,677.022711336,Education,142.990053428,Yes,No
2939,Yellows,431.634910633,596.820959624,596.44866595,Environment,82.4263007323,Yes,No
2940,Blues,430.185157683,586.864195846,612.931540197,Education,36.2689740833,Yes,No
2941,Greys,441.692568932,594.796765493,711.992865988,Financial,117.398337848,Yes,No
2942,Browns,300.39051635,554.935359715,414.887559226,Social,588.930494478,No,No
2943,Reds,604.162108179,661.396243092,725.631376171,Education,197.886662261,Yes,No
2944,Yellows,422.546657299,586.192695607,601.552873721,Education,53.7932069504,Yes,No
2945,Whites,657.874148805,792.317222526,667.747267809,Military,121.420720356,Yes,Yes
2946,Greys,414.512190401,599.375193299,700.289562903,Financial,214.269780934,Yes,No
2947,Blues,434.369924508,571.463072378,616.910568515,Environment,37.8743047632,Yes,No
2948,Yellows,527.333017066,606.675954345,706.001044314,Financial,25.0876500052,Yes,No
2949,Yellows,553.689166667,612.998382315,801.114180927,Education,120.542146937,Yes,No
2950,Yellows,495.942534891,608.241625149,700.277395133,Environment,278.041000562,Yes,No
2951,Oranges,779.505888576,846.771757397,690.920643736,Financial,313.298924375,Yes,No
2952,Reds,650.008165082,702.027795206,739.51647937,Financial,102.585143881,Yes,No
2953,Reds,605.210572699,,747.777801607,Financial,74.4129810921,Yes,No
2954,Greys,653.217615593,608.054586281,676.417645351,Social,102.671714016,Yes,No
2955,Reds,421.896160803,734.102699792,914.355399981,Social,137.113286973,Yes,No
2956,Yellows,355.871762117,558.286580389,651.120014089,Healthcare,102.265055549,Yes,No
2957,Oranges,390.444217877,537.553155466,738.591058009,Healthcare,276.658999219,Yes,No
2958,Greens,383.032814628,278.683952151,43.6498413328,Foreign_Affairs,83.9152455679,Yes,Yes
2959,Browns,599.141440419,482.606568543,187.341007646,Social,487.938456846,No,No
2960,Yellows,365.372126306,562.366423693,561.948365175,Social,157.362077838,Yes,No
2961,Greys,443.208601862,604.183261429,720.137482965,Financial,197.721700481,Yes,No
2962,Blues,578.387345842,652.143343132,639.349448227,Education,249.534030182,Yes,No
2963,Greys,646.463180225,637.973002448,697.076867461,Education,30.8770657341,Yes,No
2964,Greens,987.893774285,997.220663449,983.607150381,Foreign_Affairs,274.888963985,Yes,Yes
2965,Yellows,433.079528135,650.611847578,643.08079149,Financial,263.136404939,Yes,No
2966,Yellows,557.469803773,630.374504076,799.934635832,Healthcare,14.5992126514,Yes,No
2967,Browns,357.672960577,691.08804726,627.396036383,Social,476.294470151,No,No
2968,Yellows,371.07661648,562.875578622,596.70706323,Education,253.680614115,Yes,No
2969,Blues,366.957375482,561.325398881,595.522831481,Environment,57.6131561615,Yes,No
2970,Browns,180.873301789,350.337972578,385.104579507,Healthcare,357.114128263,No,No
2971,Pinks,,262.239058269,578.355766979,Other,266.595455674,Yes,Yes
2972,Yellows,372.654287937,549.268239531,609.008462715,Education,320.943308015,Yes,No
2973,Blues,415.803455248,594.25190535,625.583541635,Healthcare,241.955787406,Yes,No
2974,Oranges,414.897002979,555.303885187,753.351646132,Healthcare,21.9292684371,Yes,No
2975,Yellows,480.821447606,589.871170291,626.749804533,Healthcare,90.713094154,Yes,No
2976,Oranges,414.339930876,,731.256893967,Environment,53.4293675459,Yes,No
2977,Blues,577.532974772,630.872325139,652.312815683,Social,50.6289458291,Yes,No
2978,Blues,404.183420506,560.006348569,585.983656253,Education,57.62102699,Yes,No
2979,Blues,399.195258556,559.671191331,583.576941501,Financial,94.0615751612,Yes,No
2980,Browns,330.488442791,307.371150583,361.611136369,Environment,414.252341124,No,No
2981,Reds,383.732870232,708.077343552,825.14970328,Financial,172.929584441,Yes,No
2982,Greens,979.059482509,520.485488073,104.572643992,Other,226.756045276,Yes,Yes
2983,Yellows,461.682059415,626.168279343,783.007727734,Environment,63.8119794386,Yes,No
2984,Browns,544.010282799,111.416455466,221.127906919,Social,646.992262569,No,No
2985,Greys,649.32820471,600.379644986,659.028676257,Environment,162.743767878,Yes,No
2986,Browns,734.911540709,667.548163083,575.199999331,Social,396.287788649,No,No
2987,Greens,549.878684351,703.629835243,540.964363143,Foreign_Affairs,19.1790026182,Yes,Yes
2988,Blues,476.136793482,603.085436164,625.742267062,Financial,31.0037062219,Yes,No
2989,Blues,440.913577085,586.824437083,603.311750638,Financial,49.2693122056,Yes,No
2990,Browns,67.8582487567,150.823514508,313.809932375,Environment,418.38551045,No,No
2991,Oranges,398.547942015,545.204089363,764.896181864,Environment,122.4197585,Yes,No
2992,Greens,691.218848767,641.131647231,597.051708261,Foreign_Affairs,103.212743496,Yes,Yes
2993,Reds,586.986402621,671.452433417,684.102395726,Social,46.1485717022,Yes,No
2994,Reds,390.389794264,693.14102921,824.892272417,Healthcare,100.237279562,Yes,No
2995,Blues,450.710474554,612.245066494,608.088771009,Social,261.54201347,Yes,No
2996,Yellows,539.902430401,662.954762097,743.341551672,Environment,125.545508229,Yes,No
2997,Whites,435.831295559,807.97215897,688.166599781,Military,153.633066135,Yes,Yes
2998,Reds,624.867676495,680.185421033,713.428735358,Social,105.364394708,Yes,No
2999,Greys,489.736132361,617.359213551,711.236780317,Education,75.4298261982,Yes,No
3000,Oranges,477.275662504,576.505811071,779.509264559,Healthcare,130.276757049,Yes,No
3001,Pinks,75.1531471433,65.4521863908,447.356813118,Military,58.0323943386,Yes,Yes
3002,Greens,216.236986064,235.054228756,146.315414924,Other,259.150120291,Yes,Yes
3003,Reds,385.535155072,683.913244685,842.544724949,Education,63.4236530962,Yes,No
3004,Yellows,431.992947066,640.492371449,618.14172856,Healthcare,148.866115783,Yes,No
3005,Pinks,987.725926156,881.029707612,941.823881994,Military,46.1206221619,Yes,Yes
3006,Yellows,549.125366609,667.592178599,816.061811772,Financial,183.33809445,Yes,No
3007,Yellows,394.811789809,614.698417472,596.496616948,Education,40.0435486101,Yes,No
3008,Yellows,502.747950128,574.138243784,847.479568363,Social,246.289516469,Yes,No
3009,Yellows,502.642102118,634.439352102,859.58563744,Environment,292.4026299,Yes,No
3010,Reds,548.602775146,637.159540844,653.354965744,Education,102.461087547,Yes,No
3011,Yellows,316.359622603,470.625173712,536.095052431,Education,99.5581745764,Yes,No
3012,Reds,372.317056713,718.206701779,795.340242245,Healthcare,340.853907115,Yes,No
3013,Reds,629.059537836,676.262023657,741.293609535,Environment,28.0608857865,Yes,No
3014,Reds,361.998070736,668.177186764,824.774245264,Healthcare,43.4263389925,Yes,No
3015,Yellows,438.381555505,610.363254766,657.610214254,Education,168.670546021,Yes,No
3016,Yellows,384.84622746,578.228452981,645.996706802,Financial,195.070806727,Yes,No
3017,Yellows,370.17161635,545.619741591,642.543974627,Education,244.528324531,Yes,No
3018,Blues,430.324472064,544.449404169,590.502936655,Education,224.903757888,Yes,No
3019,Blues,426.365044736,573.971752724,589.111643955,Social,201.878162294,Yes,No
3020,Yellows,327.151167665,508.96051403,609.548619737,Environment,27.1692247859,Yes,No
3021,Blues,573.49021577,631.823780364,641.536056996,Education,76.2796877236,Yes,No
3022,Greys,429.342205471,598.116517549,720.945703159,Environment,62.8070082261,Yes,No
3023,Browns,847.549481741,855.368197046,715.760141661,Social,427.775032915,No,No
3024,Pinks,996.320392836,851.003576769,887.258005169,Military,56.8574881877,Yes,Yes
3025,Yellows,415.167187515,531.482281099,642.761176533,Education,64.406143768,Yes,No
3026,Greys,620.618860271,629.18242027,687.824893962,Environment,140.542463832,Yes,No
3027,Reds,370.447134239,690.052836486,837.581229799,Healthcare,78.8267047565,Yes,No
3028,Pinks,525.04617025,222.764920443,776.548489638,Military,258.498063719,Yes,Yes
3029,Yellows,585.181305151,613.40291632,828.718545467,Social,172.052048072,Yes,No
3030,Yellows,421.39152569,614.006680992,630.912418149,Education,55.2853967206,Yes,No
3031,Oranges,459.821402859,590.699828301,745.713548252,Education,80.381574161,Yes,No
3032,Blues,606.239493868,639.04668606,659.922074841,Social,82.5957875584,Yes,No
3033,Greys,628.993590863,586.765299114,660.989622353,Financial,154.137371896,Yes,No
3034,Oranges,398.048276845,598.66823857,770.536405322,Environment,167.98459648,Yes,No
3035,Blues,426.788952714,599.419009092,618.721302858,Social,76.2434092124,Yes,No
3036,Greys,590.718433708,559.819336927,604.153372328,Healthcare,128.61582449,Yes,No
3037,Oranges,406.782712715,581.253680212,736.454586553,Social,71.7779085468,Yes,No
3038,Greys,637.016186951,601.844712642,666.109173508,Healthcare,155.332725785,Yes,No
3039,Reds,599.871574281,684.460911437,726.020743364,Education,100.882425186,Yes,No
3040,Greys,439.57359096,608.926798313,745.691000607,Financial,146.130799539,Yes,No
3041,Yellows,401.344507818,617.132214035,640.899538502,Environment,131.544378407,Yes,No
3042,Oranges,424.164333744,578.571542099,733.904213422,Social,83.4783671235,Yes,No
3043,Reds,396.942112598,720.396911509,871.112841474,Environment,165.765913499,Yes,No
3044,Yellows,419.083538333,606.868079924,669.834579274,Healthcare,119.463990353,Yes,No
3045,Oranges,488.784533295,598.997837301,790.580846906,Environment,72.6021982817,Yes,No
3046,Blues,574.458958813,653.097493671,644.602957662,Healthcare,80.5280917478,Yes,No
3047,Yellows,545.361269468,655.091118693,751.731262236,Healthcare,266.662865342,Yes,No
3048,Yellows,399.063121275,592.911670366,638.489744027,Healthcare,54.1726204639,Yes,No
3049,Blues,400.395755531,549.569597412,597.93407882,Healthcare,62.674561109,Yes,No
3050,Greys,661.230849872,619.860826046,698.47799093,Environment,235.426117425,Yes,No
3051,Greys,477.701685782,610.631327789,755.430246731,Financial,88.448916945,Yes,No
3052,Yellows,469.966696372,623.515355304,677.705326413,Education,173.356971519,Yes,No
3053,Blues,585.409637461,642.887596055,668.035466076,Healthcare,24.9211666336,Yes,No
3054,Yellows,488.964335376,612.651017178,742.78979717,Education,185.957505019,Yes,No
3055,Greys,464.473619534,595.01724064,737.716361051,Healthcare,76.9071722302,Yes,No
3056,Purples,584.161548952,530.848804481,781.255300204,Financial,-10.6106974512,No,Yes
3057,Blues,574.6969819,623.570304283,644.824916014,Healthcare,228.460391479,Yes,No
3058,Yellows,431.254066399,563.642002575,771.325781167,Healthcare,93.6598318951,Yes,No
3059,Blues,583.328161833,629.344839009,686.587346626,Environment,120.003942117,Yes,No
3060,Yellows,334.729152788,549.469799716,582.565978156,Environment,52.5162366794,Yes,No
3061,Browns,210.731800981,539.537630095,30.6860728812,Education,652.188077472,No,No
3062,Whites,603.229260538,827.289330407,872.072160683,Military,218.869651998,Yes,Yes
3063,Yellows,463.226821197,607.569404497,654.459567549,Financial,60.0164616886,Yes,No
3064,Yellows,415.810817168,565.998408403,657.369087542,Financial,283.050967388,Yes,No
3065,Yellows,414.623330855,580.60089762,681.944945739,Financial,69.8763172981,Yes,No
3066,Reds,418.081880609,709.467473339,890.075820086,Social,269.060371435,Yes,No
3067,Oranges,842.955780482,876.111057669,725.78897142,Financial,145.167126322,Yes,No
3068,Greys,609.413550127,599.485327099,646.711078281,Financial,249.750698774,Yes,No
3069,Greys,416.137899607,591.512675702,707.661320251,Financial,209.184274919,Yes,No
3070,Reds,595.570962727,632.679839117,692.265431232,Environment,113.509955508,Yes,No
3071,Yellows,541.056894804,629.396884262,781.880363796,Healthcare,206.965852613,Yes,No
3072,Oranges,437.391851748,597.329316912,765.864812502,Healthcare,37.1742374497,Yes,No
3073,Yellows,484.815055829,685.557238278,836.530884232,Environment,46.3781665711,Yes,No
3074,Greens,759.604529814,999.979706501,735.567169031,Other,143.546951174,Yes,Yes
3075,Oranges,373.781299904,565.151857152,718.567769032,Education,272.297359867,Yes,No
3076,Greys,433.645446386,580.27790288,733.960201205,Healthcare,96.3690732014,Yes,No
3077,Blues,576.281754296,649.816508698,623.701004951,Financial,220.73256302,Yes,No
3078,Whites,207.007740159,744.33682109,449.280389054,Military,65.9108267402,Yes,Yes
3079,Oranges,423.036374187,571.512494709,761.348518558,Education,81.6368477944,Yes,No
