,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Residancy_Altitude,Looking_at_poles_results,Yearly_ExpensesK,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Garden_sqr_meter_per_person_in_residancy_area,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters,Most_Important_IssueInt,Looking_at_poles_resultsInt,MarriedInt,GenderInt,Voting_TimeInt,Will_vote_only_large_partyInt,Age_groupInt,Main_transportationInt,OccupationInt,Financial_agenda_mattersInt
9530,Greens,6,405.546748738,58204.5993448,Other,135.182249579,No,430.563920381,Yes,Male,By_16:00,0.0515139626805,0.348304811399,6.09466099646,2.94703348307,6.79482012754,8.04765484529,3059.0,24.9364119023,355.083418544,5015.8060409,39306.2072564,Yes,185385.289534,18.8436572497,252764.682046,32.939222618,18419.4228509,50,Below_30,1,440.456406257,14,Car,Student_or_Unemployed,155.649875058,1,Yes,6.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0
9531,Blues,5,196.468936658,39731.3433616,Environment,65.4896455525,No,606.681300936,No,Male,After_16:00,0.22567466693,0.991401984356,1.84447161853,0.742550108116,0.558780101128,8.17734360695,8146.0,11.8758999277,651.142990893,7369.09899115,77787.4829021,Yes,368062.200906,25.517503618,849259.873153,26.6604501521,4364.38332014,90,30-45,3,981.098159176,10,Foot_or_bicycle,Services_or_Retail,668.802674557,0,No,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0
9532,Whites,5,860.551714723,178983.065579,Foreign_Affairs,286.850571574,No,623.959243298,No,Female,By_16:00,0.551584213041,0.858513097744,6.35957968188,7.81070010038,5.32110550674,4.65804023203,8377.0,35.6424935162,973.705808381,8187.00404974,109555.281548,Yes,389325.137296,31.2042594589,1897755.24482,85.1582224946,82580.1009841,40,Below_30,2,1396.372668,18,Motorcycle_or_truck,Student_or_Unemployed,915.283032247,0,Yes,3.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,1.0
9533,Yellows,9,160.411664583,24536.1015015,Healthcare,53.4705548609,No,458.871271588,Yes,Female,By_16:00,0.42034092918,0.158229850233,4.73135904642,2.44745468954,2.78125698678,3.21136611979,8675.0,27.5793285575,611.71819994,5812.14911576,76274.5420422,Yes,210562.843889,24.7329375518,749716.586783,2.63667276595,2922.57079199,80,30-45,3,1021.13512515,17,Foot_or_bicycle,Industry_or_other,849.403236088,0,No,4.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
9534,Blues,7,185.925782151,23245.4933383,Social,61.975260717,No,375.076975382,Yes,Male,By_16:00,0.452753801132,0.98098276672,0.98958466202,0.904795136303,0.69224503357,4.22007118585,8518.0,54.6387120383,575.221536419,4901.21282666,66196.8113347,Yes,140682.737462,23.9837765254,662744.829759,88.8810616452,3912.90820165,70,45_and_up,1,855.267511612,19,Public_or_other,Industry_or_other,600.120862594,0,No,7.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0
9535,Reds,2,689.333822543,100923.526889,Social,229.777940848,No,439.222000671,Yes,Male,By_16:00,0.243776485324,0.942775239469,0.776614379138,2.65331455506,0.53426801227,8.60029255506,3430.0,42.3941517714,732.83303641,5857.88607953,86045.2111581,Yes,192915.965873,27.0708890953,1075405.20982,40.4791300185,53037.680041,70,30-45,2,1137.2065901,20,Motorcycle_or_truck,Public_Sector,867.469314518,0,No,7.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0
9536,Oranges,2,504.778654735,134189.860496,Social,168.259551578,No,797.517045761,No,Female,After_16:00,0.640482398216,0.143447579583,7.84643412102,8.22514912114,9.59289398044,4.00411045644,5338.0,17.9822012084,859.475190254,9694.12083812,98411.8265913,Yes,636033.438279,29.3168072998,1478902.5494,63.1575033069,28489.5362489,70,45_and_up,1,1203.1928887,14,Car,Hightech,699.827025785,0,No,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
9537,Yellows,8,54.0788138497,9898.43183165,Healthcare,18.0262712832,No,549.111442745,No,Male,After_16:00,0.559677289333,0.970525061945,1.19499890599,3.64147182787,5.7259535999,4.38417917816,4788.0,57.3407770367,554.60498937,6600.32440619,68834.9861291,Yes,301523.376554,23.5500528528,616390.399582,95.3621556051,352.97272766,80,30-45,2,883.005470639,15,Foot_or_bicycle,Public_Sector,657.899671865,0,No,4.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0
9538,Reds,5,1000.01829068,194297.169024,Education,333.339430228,No,582.880845784,No,Male,By_16:00,0.826655601617,0.54639941873,7.89833911927,8.04015736561,1.34136491921,6.8404660048,9588.0,37.8391478444,647.143383819,7123.09522548,77102.294581,Yes,339750.080382,25.4390130276,838852.514484,83.7588994065,111458.515175,100,45_and_up,2,975.974727778,11,Motorcycle_or_truck,Student_or_Unemployed,670.515195525,2,No,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,0.0
9539,Blues,8,144.403398252,20293.2769144,Environment,48.1344660841,No,421.595554399,Yes,Male,After_16:00,0.356143488083,0.721931853564,8.26795966132,8.89086931478,7.22003970062,1.00897529395,6419.0,36.7915214971,579.346261977,5374.64806794,67327.1681683,Yes,177742.811489,24.069612834,672316.31473,61.6989748552,2375.06129128,90,30-45,3,863.839512641,2,Motorcycle_or_truck,Services_or_Retail,600.536642845,0,No,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0
9540,Blues,1,620.513252156,86027.5268648,Healthcare,206.837750719,No,415.917919074,Yes,Male,By_16:00,0.912422868656,0.515208085999,3.18079329329,7.60649106698,8.04329779698,5.19546670839,7765.0,50.3287659725,570.129795563,5299.43878187,65826.2218719,Yes,172987.715407,23.8773908868,651093.417392,32.8322808724,42998.692873,80,45_and_up,3,840.474555798,18,Public_or_other,Hightech,571.531895767,0,No,4.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0
9541,Blues,7,49.7583492584,9645.71758349,Financial,16.5861164195,No,581.553712729,No,Male,After_16:00,0.9284802943,0.395555828931,6.53867333662,0.553769485559,6.16221299861,5.85574550787,6094.0,30.1995748654,654.068698467,7123.67452422,77316.6193175,Yes,338204.720789,25.5747668311,856860.004876,85.4503992479,301.685374299,60,45_and_up,1,975.180467801,7,Car,Student_or_Unemployed,656.726535817,0,No,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0
9542,Yellows,2,321.189340634,48799.4602493,Social,107.063113545,No,455.800869539,Yes,Male,After_16:00,0.730038240086,0.363829130773,7.19576150645,0.935793607496,1.99786016718,0.26388672879,7258.0,97.5110260071,677.455788337,5912.92027207,75973.9474749,Yes,207754.432673,26.0279808732,918968.442026,61.6433135699,11579.5733954,70,45_and_up,2,960.265723104,2,Motorcycle_or_truck,Services_or_Retail,609.950853293,2,No,7.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0
9543,Blues,3,529.871335438,69880.0632949,Healthcare,176.623778479,No,395.643575835,Yes,Female,By_16:00,0.729090465466,0.998383145081,0.423275718931,4.51624600682,1.08982595382,6.33296332089,5129.0,34.0012386208,549.698498173,5055.83275469,64025.5422142,Yes,156533.839099,23.4456498774,605321.813605,96.5468102135,31382.5829027,80,30-45,3,823.939127052,17,Motorcycle_or_truck,Hightech,579.292242226,0,No,4.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
9544,Yellows,9,189.985423764,26397.5327654,Environment,63.3284745881,No,416.835127281,Yes,Male,After_16:00,0.607337656664,0.709559174487,7.91734725237,0.469636525959,0.0363287166692,0.137876330409,9512.0,6.79352208972,602.401010164,5373.15329314,68948.17847,Yes,173751.523335,24.5438589094,726795.132721,78.0649666674,4083.82416824,90,30-45,5,881.016171725,7,Car,Public_Sector,594.343499698,1,No,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
9545,Yellows,2,658.84266688,88881.9168196,Environment,219.614222293,No,404.718400709,Yes,Female,After_16:00,0.0891302896198,0.231414377457,4.35824408429,1.75532030873,0.735007643234,5.23625226226,8358.0,43.748231139,627.640581247,5302.46516959,71098.208622,Yes,163796.983873,25.0527559611,788889.105958,47.2174506169,48460.0208558,90,Below_30,3,909.842913414,7,Car,Student_or_Unemployed,608.989100441,0,No,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0
9546,Greys,3,74.9399167633,10437.9930972,Social,24.9799722544,No,417.854471208,Yes,Male,After_16:00,0.039908100618,0.505326631013,6.79909065366,3.7957611843,1.58930327045,7.64592260122,6412.0,9.79167385958,609.593488355,5397.7316888,72346.1716773,Yes,174602.359109,24.6899471112,744352.608153,70.9573336877,658.978986087,70,30-45,4,948.575382256,20,Car,Industry_or_other,716.311591231,0,No,7.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
9547,Oranges,2,346.140334739,52771.1267067,Environment,115.38011158,No,457.367617211,Yes,Female,By_16:00,0.54305881937,0.0137807780411,9.43945739418,1.21346241795,5.26369774016,4.172345798,7654.0,80.9330521384,568.691125442,5711.05842299,70037.5634582,Yes,209185.137273,23.8472456573,648015.56097,49.8694170499,13437.9502597,90,Below_30,3,922.059294842,9,Car,Services_or_Retail,729.001040448,0,No,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0
9548,Yellows,9,780.347218124,104089.211292,Environment,260.115739375,No,400.164986335,Yes,Male,After_16:00,0.863728123484,0.343131085159,6.29397748737,0.0867390213534,9.76347727934,0.91786702862,9827.0,42.8158782423,551.343561185,5104.33698572,63817.185889,Yes,160132.016289,23.4807061475,608930.779307,34.6468663774,67930.3136098,90,30-45,4,816.810404276,18,Car,Industry_or_other,561.169401152,0,No,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
9549,Greys,3,778.886329283,161026.910567,Environment,259.628776428,No,620.219810694,No,Male,After_16:00,0.928878881503,0.564614903182,4.32487809099,5.3128167754,7.83718366409,5.59795775684,6345.0,81.7141851643,577.180368828,7356.55884459,71965.5845736,Yes,384672.613577,24.0245784318,667567.507362,92.3105309485,67676.7303258,90,45_and_up,2,912.949927918,16,Foot_or_bicycle,Industry_or_other,662.931229808,0,No,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
9550,Oranges,3,855.313191326,127621.292619,Education,285.104397109,No,447.63003978,Yes,Male,After_16:00,0.0185360936448,0.230649440782,3.72278384864,2.08573508542,0.739580143709,5.02947929781,9139.0,78.7948375102,598.168368508,5672.63713482,74133.2754917,Yes,200372.652514,24.4574808291,716880.167482,5.13580918778,81579.6216478,100,Below_30,3,988.986173348,19,Foot_or_bicycle,Industry_or_other,811.743275425,1,No,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0
9551,Reds,8,380.559429408,75681.0334949,Healthcare,126.853143136,No,596.603534008,No,Male,After_16:00,0.0108690254856,0.809908189811,1.43813691568,1.89514414873,3.81491609616,6.85087624006,6886.0,94.9871548684,668.525808681,7303.08695745,79422.6653272,Yes,355935.776791,25.8558660401,895147.001652,73.2297847513,16228.5730666,80,30-45,0,1004.77576718,1,Public_or_other,Services_or_Retail,686.884371938,2,No,4.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0
9552,Yellows,4,286.802120483,38538.7887049,Social,95.6007068276,No,403.12242434,Yes,Female,After_16:00,0.0117854967248,0.209232551977,3.04841685807,9.66674991185,4.92459199857,8.6660956894,9914.0,20.1974653406,633.342523979,5297.90929136,72127.8299924,Yes,162507.689005,25.1662973832,803293.729823,47.7829176234,9245.09585276,70,45_and_up,2,927.871532716,19,Foot_or_bicycle,Student_or_Unemployed,635.102037401,0,No,7.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0
9553,Reds,3,76.5508737949,9269.21004213,Social,25.5169579316,No,363.256861063,Yes,Male,After_16:00,0.424238006119,0.0156020575669,4.49946908513,7.05884559313,6.89519535517,2.63683739351,6279.0,31.4585246379,712.625638956,5057.81988854,82482.2591377,Yes,131955.54711,26.6950489596,1016882.85256,67.8847503848,686.632100016,70,30-45,3,1097.18531297,3,Public_or_other,Public_Sector,838.993103614,1,No,7.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0
9554,Yellows,6,286.555430498,39732.7615773,Environment,95.5184768327,No,415.969379902,Yes,Female,By_16:00,0.952042518184,0.833720424911,8.53451869683,8.45370482421,0.413718463387,6.646984166,4207.0,19.3678895943,604.823888894,5369.34157681,70668.1902307,Yes,173030.525016,24.5931675246,732711.181649,95.0335871661,9229.29789328,90,Below_30,3,916.607995839,16,Motorcycle_or_truck,Student_or_Unemployed,661.339115689,0,No,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,4.0,0.0
9555,Blues,2,818.365465414,164998.009843,Environment,272.788488471,No,604.856937942,No,Male,By_16:00,0.202360307565,0.956777184037,3.10213838937,5.98252727417,9.10659589572,7.06762265647,7319.0,21.4060548227,681.46669968,7411.50277878,80469.2655773,Yes,365851.915377,26.1049171552,930089.859078,7.52735750284,74696.3479309,90,30-45,0,1014.44402042,16,Public_or_other,Services_or_Retail,681.276593822,1,No,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0
9556,Oranges,7,39.7798519568,5705.58103538,Education,13.2599506523,No,430.286747289,Yes,Male,After_16:00,0.390465055127,0.411198637681,6.60930908285,0.846971841529,1.11850614892,2.45433389675,3233.0,90.3066136641,571.146916274,5445.16130544,70626.7937403,Yes,185146.684893,23.8986802203,653623.980847,71.418015752,199.086241953,100,Below_30,2,940.107980559,3,Public_or_other,Services_or_Retail,766.094162368,0,No,0.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,3.0,0.0
9557,Yellows,3,755.386670063,84876.1814132,Social,251.795556688,No,337.083713985,Yes,Male,After_16:00,0.582231165608,0.970577004366,7.78688623104,5.42710590176,7.011769698,4.4035026338,6054.0,64.5264304709,619.263368307,4609.36387646,69674.6677964,Yes,113625.430234,24.8850028794,767947.547375,28.1846294645,63662.7979244,70,Below_30,2,904.157907096,3,Motorcycle_or_truck,Hightech,626.225008442,1,No,7.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0
9558,Yellows,8,53.6501383629,8968.51699586,Education,17.8833794543,No,501.500122993,No,Female,After_16:00,0.183918663533,0.971902486403,1.13812624244,9.9763124017,2.40255836863,3.84422942996,4122.0,49.5513583301,646.713573712,6308.42837735,78810.7753715,Yes,251502.373362,25.430563771,837794.8359,30.0159215461,347.69864016,100,45_and_up,0,1035.4136935,6,Motorcycle_or_truck,Services_or_Retail,806.442929722,0,No,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0
9559,Whites,4,554.981695502,49392.1499292,Foreign_Affairs,184.993898501,No,266.993399942,Yes,Female,After_16:00,0.214847182157,0.519718653755,0.541994206142,3.50619825767,0.654847775586,7.64668876538,9379.0,25.1635870663,893.989460108,4457.91291964,82642.5106848,Yes,71285.4756127,29.8996565216,1598997.5841,23.3938386431,34417.7363809,40,Below_30,1,974.430420987,3,Foot_or_bicycle,Industry_or_other,286.281133792,0,Yes,3.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0
9560,Yellows,7,275.080893408,49080.5651182,Financial,91.6936311359,No,535.266893788,No,Female,By_16:00,0.283098473214,0.120013538748,7.89567465428,0.831467127427,9.87655300181,6.08430051478,3021.0,18.2570060948,626.535500734,6605.73993935,76861.354739,Yes,286510.647585,25.0306911757,786405.646319,31.3713376876,8509.41562202,60,Below_30,2,1000.86467234,9,Motorcycle_or_truck,Industry_or_other,766.912064602,0,No,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0
9561,Oranges,8,274.210249563,43023.6145897,Environment,91.4034165209,No,470.700289194,Yes,Male,After_16:00,0.803433030378,0.195944166975,2.86425029626,8.11352778925,6.56076228945,8.44264393207,7719.0,86.697571422,617.421579744,5941.84605143,75619.9883586,Yes,221558.762248,24.8479693284,763691.877906,68.155453424,8455.98796822,90,Below_30,2,998.931125966,13,Foot_or_bicycle,Hightech,792.363350554,0,No,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0
9562,Oranges,3,660.210343947,87142.8144146,Healthcare,220.070114649,No,395.977502686,Yes,Male,After_16:00,0.831920084311,0.16992171295,6.86568127247,6.83613957372,2.56154599832,5.24293862749,4304.0,68.1123080198,549.796065708,5059.36715828,67154.308819,Yes,156798.182634,23.4477305023,605672.144632,41.4418042405,48660.9254763,80,Below_30,2,891.78390542,20,Public_or_other,Student_or_Unemployed,714.739392028,2,No,4.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,0.0
9563,Blues,2,239.65125928,51590.1525341,Healthcare,79.8837530932,No,645.815332111,No,Male,By_16:00,0.635233944748,0.466856857762,7.01692405622,7.69186436664,4.30723688798,9.25056249835,8514.0,59.4008490443,678.232072406,7814.61746592,80908.2346023,Yes,417077.443189,26.0428890948,921334.642897,19.72959782,6471.29776135,80,30-45,1,1015.66014107,20,Foot_or_bicycle,Services_or_Retail,681.33948539,1,No,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0
9564,Reds,6,658.255295351,84720.4653241,Education,219.418431784,No,386.11371267,Yes,Male,By_16:00,0.588193133008,0.00292445183732,0.125817782246,1.34476611624,4.881184306,4.65914471773,4027.0,50.8985589491,690.168246927,5241.47362055,81542.3042088,Yes,149083.799111,26.2710534035,953919.875816,99.9685850693,48373.8666382,100,Below_30,1,1089.43477914,14,Motorcycle_or_truck,Student_or_Unemployed,859.343971274,0,No,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,0.0
9565,Greys,9,575.194074279,123552.681354,Social,191.731358093,No,558.046258428,No,Female,By_16:00,0.167338231113,0.876734713791,4.60952478461,7.85865875892,9.35921644093,0.559550833423,3560.0,51.8310912885,624.606839138,7693.26553199,76538.7772251,Yes,415258.042934,24.9921355458,781600.740091,42.2598446021,36962.6450343,70,30-45,2,966.050629038,9,Foot_or_bicycle,Hightech,678.927910554,0,No,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
9566,Greys,10,178.373060112,26716.9960227,Financial,59.457686704,No,449.344693744,Yes,Male,By_16:00,0.38731344603,0.344277740223,1.17800021078,1.59343759296,9.44251609966,7.3660705355,8434.0,3.33698724862,574.654019945,5642.75497733,70074.7246559,Yes,201910.653796,23.9719423482,661629.6362,19.2189419176,3604.67419489,60,45_and_up,2,920.026201817,18,Foot_or_bicycle,Public_Sector,715.806228984,0,No,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0
9567,Oranges,10,972.320388318,122661.969451,Healthcare,324.106796106,No,378.461577864,Yes,Female,By_16:00,0.569172704127,0.690630838741,9.82873260975,6.57225281931,9.85786352307,2.73219558876,8468.0,48.3637269121,546.658958866,4877.93369637,66791.6424528,Yes,143233.165919,23.3807390573,598783.325713,18.5908322688,105379.322078,80,Below_30,3,891.253979893,18,Public_or_other,Services_or_Retail,722.829518255,2,No,4.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0
9568,Reds,1,550.791987595,114744.276711,Environment,183.597329198,No,624.977918863,No,Female,By_16:00,0.113835224649,0.256787605584,2.18291106634,3.64156396594,4.14222751046,2.07257633097,6891.0,16.4109700359,708.445591145,7666.67037092,84165.2685131,Yes,390597.399066,26.6166412446,1005158.54987,25.7835269906,33901.576618,90,30-45,2,1066.72918481,17,Car,Public_Sector,733.260721777,1,No,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
9569,Greens,2,59.2363716195,19376.7668368,Other,19.7454572065,No,981.327838305,No,Female,By_16:00,0.467028826475,0.937881863909,8.09333826415,4.61410414893,1.05156150647,4.76046321914,9027.0,93.7138591427,990.131320013,11793.5410231,117907.642636,Yes,963004.326232,31.4663521879,1962668.54453,19.3154960638,419.628537501,50,45_and_up,2,1467.82844539,6,Car,Services_or_Retail,957.1549471,1,Yes,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0
9570,Pinks,6,959.995406118,312780.899912,Military,319.998468706,No,977.444989587,No,Female,After_16:00,0.390154614346,0.837818800472,9.58021074068,2.99952403875,2.26675823331,5.32938387245,9299.0,33.2293298561,746.960014338,11268.3699245,93599.8390166,Yes,955398.707668,27.3305692282,1117634.94812,3.98418195546,102729.018443,30,Below_30,2,1144.49705635,5,Car,Public_Sector,748.977088983,2,Yes,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0
9571,Purples,2,-193.845515602,-41480.6817522,Financial,-64.6151718672,Yes,641.96504557,No,Male,By_16:00,0.380086033605,0.100003066473,0.561489399988,7.53086477984,1.67063779198,6.97194695706,5141.0,4.20329652261,684.35843279,7788.36732127,84603.2381868,No,412119.119733,26.1602452739,938168.422706,31.9868808845,4120.50526357,60,30-45,0,1091.88339383,7,Foot_or_bicycle,Student_or_Unemployed,823.528599518,0,Yes,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0
9572,Reds,4,121.575382558,25149.4442442,Environment,40.5251275192,No,620.588898387,No,Female,After_16:00,0.657366956351,0.566874592099,6.78569575772,2.37277899869,4.03912488837,4.13689198438,3865.0,60.5228437576,739.140389792,7684.16976346,86264.1166338,Yes,385130.580802,27.1871364765,1094008.61507,8.95010347012,1692.81108797,90,Below_30,2,1087.78250539,17,Motorcycle_or_truck,Industry_or_other,720.994529473,1,No,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0
9573,Whites,2,373.762135281,65290.4252696,Military,124.587378427,No,524.053287692,No,Female,By_16:00,0.167650868418,0.375065212138,7.03180057928,3.6864476488,0.885944503825,6.92586364457,7182.0,56.1377652921,599.958490948,6440.44985882,69804.8365051,Yes,274631.848341,24.4940501132,720995.272023,74.7995561687,15656.6022417,30,45_and_up,6,872.78647798,6,Foot_or_bicycle,Student_or_Unemployed,560.837014716,0,Yes,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0
9574,Greys,9,217.932445357,44275.1248839,Education,72.6441484523,No,609.479577187,No,Male,After_16:00,0.482265924336,0.622485558502,0.923369498923,6.22550783912,3.70408474468,8.52276055142,4040.0,2.22626775503,566.192275881,7227.18032364,70576.2570877,Yes,371465.355009,23.7947951426,642415.549685,30.4754288867,5359.81645281,100,Below_30,3,894.862793077,11,Foot_or_bicycle,Services_or_Retail,648.683574132,0,No,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0
9575,Yellows,1,143.245678522,18562.4728703,Social,47.7485595074,No,388.754615046,Yes,Female,By_16:00,0.914431342157,0.104385362705,1.10169561347,4.1782673588,8.66815966088,8.84574164171,4716.0,82.2720889933,559.743713517,5007.03357749,65854.7596873,Yes,151130.150719,23.6589034724,627653.779657,12.0793292299,2337.67349454,70,30-45,1,857.132502587,15,Motorcycle_or_truck,Industry_or_other,628.975397834,0,No,7.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0
9576,Oranges,8,98.1574513445,13760.4627119,Social,32.7191504482,No,420.562958494,Yes,Male,After_16:00,0.871168982936,0.885220379569,6.63180860458,5.28132350417,1.74141963711,7.01794066001,4437.0,2.73604518734,577.609513765,5360.84861247,70966.3708251,Yes,176873.202057,24.0335081452,668461.630675,44.7794962209,1113.2619565,70,Below_30,3,944.688324096,3,Public_or_other,Student_or_Unemployed,765.566931716,3,No,7.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,0.0
9577,Yellows,4,287.302041967,41846.6431778,Financial,95.7673473225,No,436.961494161,Yes,Male,By_16:00,0.249932821607,0.877163493074,2.9097253317,6.15121600917,9.29363569478,9.69391955063,8315.0,43.5502084205,550.395659955,5470.40626152,65109.9231879,Yes,190935.347379,23.4605127812,606911.201489,1.03020172101,9277.1521605,60,Below_30,3,835.789743175,5,Car,Services_or_Retail,593.474999599,1,No,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0
9578,Browns,5,1187.99451977,34362.4172172,Financial,395.998173256,Yes,86.7741811398,Yes,Male,After_16:00,0.0563387926668,0.614772839705,0.236869407818,4.89503748016,8.3949744585,4.30420858087,5619.0,9.60832673591,295.28949253,1458.32079646,44546.7831993,No,7529.75851247,17.1839894242,175334.128314,66.1903687753,157220.551396,60,45_and_up,1,697.230629163,2,Motorcycle_or_truck,Services_or_Retail,845.585335543,3,No,2.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0
9579,Reds,6,80.479050074,9994.80551657,Education,26.8263500247,No,372.574185731,Yes,Male,After_16:00,0.645629018545,0.848413171247,1.09764220659,4.51274815947,1.17443903582,0.0746142724529,5503.0,57.4052289594,727.466304584,5180.67446648,84472.2001726,Yes,124721.577747,26.9715832791,1059664.02865,14.1170797171,756.479405671,100,30-45,0,1125.48001984,20,Foot_or_bicycle,Services_or_Retail,867.00585428,1,No,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0
9580,Yellows,10,158.177032364,22128.4462603,Financial,52.7256774545,No,419.690126873,Yes,Female,After_16:00,0.285481667845,0.504808195168,2.33881688211,5.95302821603,5.14695137972,3.69479896268,9771.0,24.7209295863,590.460159277,5377.82158728,68277.0234054,Yes,176139.802594,24.2993859856,698320.675536,16.9822520111,2842.72274049,60,45_and_up,5,875.676167045,1,Motorcycle_or_truck,Student_or_Unemployed,604.586022016,0,No,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0
9581,Yellows,1,300.165985512,43217.3757234,Social,100.055328504,No,431.934774186,Yes,Female,After_16:00,0.400211620377,0.968304590555,6.5479620616,6.41550680157,7.71175448084,7.62588295387,5986.0,48.654936743,581.829281106,5483.00630407,72183.6697661,Yes,186567.649151,24.1211376412,678287.969745,21.2552007288,10121.1240905,70,30-45,0,964.544963381,8,Public_or_other,Student_or_Unemployed,795.410265934,0,No,7.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0
9582,Blues,6,111.414201165,23009.045788,Environment,37.1380670549,No,619.55420981,No,Male,After_16:00,0.28044631728,0.909587402362,2.30125239119,2.61615081457,6.88855684595,8.76886183629,9304.0,54.1624116013,640.694821429,7476.93174096,76830.324048,Yes,383847.418893,25.3119501704,822263.276395,53.926175274,1426.37409163,90,30-45,1,965.587646504,18,Motorcycle_or_truck,Services_or_Retail,654.013772474,0,No,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0
9583,Blues,10,48.2311063037,6891.23873184,Financial,16.0770354346,No,428.638647957,Yes,Male,After_16:00,0.418926310027,0.616607731674,2.71267251344,9.12776001496,2.13340013986,9.20018090634,3004.0,86.9312564144,582.792977032,5451.97243363,67615.5598793,Yes,183731.090523,24.141105547,680329.827877,25.3582263598,284.548103799,80,30-45,2,865.318081114,18,Public_or_other,Hightech,595.881073979,1,No,2.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0
