,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Residancy_Altitude,Looking_at_poles_results,Yearly_ExpensesK,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Garden_sqr_meter_per_person_in_residancy_area,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters,Most_Important_IssueInt,Looking_at_poles_resultsInt,MarriedInt,GenderInt,Voting_TimeInt,Will_vote_only_large_partyInt,Age_groupInt,Main_transportationInt,OccupationInt,Financial_agenda_mattersInt
2487,Purples,1,-49.5211947692,1421.60582167,Social,-16.5070649231,Yes,603.77851941,No,Female,After_16:00,0.155534452992,0.0824463078752,3.39964411221,2.32932444429,3.51056463085,3.03624965716,8839.0,43.1876415154,554.048476561,7145.88214722,72605.3625405,No,364548.5005,23.5382343552,615336.565955,76.0094477097,265.976127452,70,45_and_up,1,950.700819665,15,Motorcycle_or_truck,Student_or_Unemployed,783.358677639,1,Yes,7.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0
2488,Yellows,8,355.541662485,41860.2292301,Education,118.513887495,No,353.209485528,Yes,Male,After_16:00,0.681745044189,0.0380927519873,5.48744231928,0.263059008867,2.10379121359,1.25778759597,7668.0,42.1744881896,544.836304655,4621.76746459,63564.5055776,Yes,124756.940667,23.3417288275,594663.930701,44.0447809873,14174.0554167,100,Below_30,2,829.435360812,5,Foot_or_bicycle,Services_or_Retail,607.523476139,0,No,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0
2489,Yellows,6,364.318129354,52102.4850695,Financial,121.439376451,No,429.041111639,Yes,Male,By_16:00,0.906920663314,0.757355225738,1.23736198992,2.64056975022,7.33986267587,4.38897617627,4016.0,99.619080429,633.363834237,5557.13878487,71855.2048885,Yes,184076.275477,25.1667207684,803342.551509,74.8509768397,14878.9615293,60,30-45,3,914.940241361,18,Car,Industry_or_other,604.017358768,0,No,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
2490,Greys,3,165.920413282,25461.2683571,Healthcare,55.3068044273,No,460.364120125,Yes,Female,By_16:00,0.642268618336,0.496048603673,0.283246932086,1.77558099851,6.03372122394,1.42958693439,4229.0,57.3132660473,576.809109629,5757.25942051,70595.2467381,Yes,211935.123099,24.0168505352,666610.658888,30.5528934347,3124.14942038,80,Below_30,3,926.563043845,6,Foot_or_bicycle,Services_or_Retail,722.796866333,0,No,4.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0
2491,Pinks,7,444.936046735,147988.580278,Military,148.312015578,No,997.819223892,No,Male,After_16:00,0.777872235281,0.258968109963,0.747731269803,1.57748426544,6.75788001856,5.94543702202,7703.0,8.06992887519,984.307952458,11946.8081438,118667.756729,Yes,995643.203569,31.3736824816,1939730.37906,77.1073641023,22154.7659805,30,45_and_up,0,1484.79372583,9,Car,Services_or_Retail,998.269292461,0,Yes,5.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0
2492,Whites,4,320.613568269,81032.7515811,Military,106.871189423,No,758.228218649,No,Male,By_16:00,0.0969736932311,0.127440360142,9.33780952822,7.41231403546,5.92612940585,7.36189555144,6562.0,79.4674538309,952.927633164,9488.13745281,107190.912074,Yes,574910.031555,30.8695259627,1817695.8903,52.8856529621,11538.3223181,30,Below_30,3,1326.21468527,2,Car,Industry_or_other,785.513987106,0,Yes,5.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0
2493,Oranges,1,309.23300493,40376.0922901,Financial,103.07766831,No,391.705526058,Yes,Female,By_16:00,0.226555655478,0.867664312478,2.4523175694,7.34357607318,9.66134703485,9.73460252397,3728.0,5.40489831474,567.819421384,5052.69410334,69065.8154153,Yes,153433.219144,23.8289618193,645977.812117,15.07654991,10738.0833725,60,30-45,1,919.366026669,4,Car,Industry_or_other,738.315989635,0,No,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
2494,Yellows,9,1002.09701457,131492.895304,Financial,334.03233819,No,393.653189438,Yes,Female,By_16:00,0.881906118244,0.458937224699,1.39684168622,3.96611256991,4.72594938008,5.16800334211,9384.0,50.8172465023,610.308140647,5157.14817567,68698.231409,Yes,154962.833554,24.7044154079,745928.813919,61.6743524792,111921.635295,60,30-45,3,875.196470238,14,Motorcycle_or_truck,Industry_or_other,573.107649424,1,No,2.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0
2495,Yellows,4,546.81346774,76351.5951379,Environment,182.271155913,No,418.890168087,Yes,Female,By_16:00,0.527894074563,0.599262058036,1.67908382369,2.38706473727,4.20340220677,0.622995176818,6069.0,80.2433772245,678.455345046,5545.81237096,76826.3671386,Yes,175468.97292,26.0471753756,921703.018292,90.4286122182,33415.0454338,90,Below_30,1,987.907668165,14,Foot_or_bicycle,Public_Sector,670.817681631,1,No,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0
2496,Greys,10,610.008824424,95173.1261052,Healthcare,203.336274808,No,468.057783566,Yes,Female,After_16:00,0.428993852111,0.880485181231,4.98147232458,5.08010350866,6.27744071418,4.86322036479,5880.0,9.68194378074,596.112797779,5872.80343122,72495.9706232,Yes,219078.088757,24.4154213107,711911.600286,67.8228314035,41558.9769277,80,30-45,2,949.610872017,17,Foot_or_bicycle,Hightech,732.607151319,0,No,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2497,Yellows,7,95.3839511453,12864.505196,Education,31.7946503818,No,404.612255254,Yes,Female,After_16:00,0.350853409152,0.0753761979286,7.43274903158,8.12239623629,7.76843722444,6.88122367952,6207.0,40.8200952923,669.631733521,5385.38601958,75252.8381797,Yes,163711.077101,25.8772435457,897871.576775,64.2761843512,1052.69444328,100,45_and_up,1,964.953506535,16,Car,Industry_or_other,661.811655815,0,No,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2498,Blues,2,26.9201007488,3935.75825249,Education,8.97336691625,No,438.60440448,Yes,Female,After_16:00,0.826544264099,0.775850956328,3.79135840572,2.39626554772,0.752273632679,9.92329218425,7190.0,7.10698857438,577.759931845,5541.56390849,67775.0198524,Yes,192373.82363,24.0366372824,668674.636462,30.2480677608,99.4946807299,100,45_and_up,3,870.32156234,8,Motorcycle_or_truck,Services_or_Retail,612.954366463,0,No,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0
2499,Greys,6,539.982303677,81576.6494357,Environment,179.994101226,No,453.218460384,Yes,Female,By_16:00,0.124909900362,0.170664055971,7.83477976918,1.77855331451,3.48437984474,5.40713398717,4207.0,8.5014301585,578.691294369,5689.56719258,71249.5201609,Yes,205406.972833,24.0560032917,670980.4252,92.8846553201,32587.8705773,90,45_and_up,2,941.133201945,20,Foot_or_bicycle,Hightech,749.978381948,1,No,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
2500,Oranges,8,544.704840231,74936.2143449,Financial,181.568280077,No,412.716440962,Yes,Female,After_16:00,0.879332685145,0.946513337549,2.34506394016,9.81992283603,1.4872975531,3.91076828586,7197.0,54.647203628,599.968510142,5327.1014299,71762.7157161,Yes,170334.86064,24.4942546354,721075.362565,6.69738263823,33158.6086101,60,30-45,3,945.353203406,2,Motorcycle_or_truck,Student_or_Unemployed,728.219800364,0,No,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0
2501,Blues,1,128.719846101,16653.7684145,Education,42.9066153671,No,388.139877081,Yes,Male,After_16:00,0.379116156371,0.336881323718,3.10201934772,9.87588315504,4.63934255531,5.20025338046,5207.0,46.3830668014,557.663069151,4996.72490911,64383.0999063,Yes,150652.564181,23.614890835,622947.018852,54.9887559842,1893.88425762,100,30-45,1,827.051542636,2,Car,Student_or_Unemployed,572.681585385,0,No,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0
2502,Whites,8,781.134272475,21950.2335236,Foreign_Affairs,260.378090825,No,84.3013843987,Yes,Female,After_16:00,0.337795768864,0.557315125829,3.56041488238,2.8450804879,9.45596411824,5.09745541727,5596.0,17.4511921359,834.344430263,2511.70270451,78690.210189,Yes,7106.72341154,28.8850208631,1392812.49419,67.3279018141,68067.1282724,40,45_and_up,4,987.808217701,8,Motorcycle_or_truck,Student_or_Unemployed,456.936184049,1,Yes,3.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0
2503,Blues,2,385.791607149,76173.0824987,Healthcare,128.597202383,No,592.33856637,No,Male,By_16:00,0.438485349761,0.230609825812,7.40076737013,4.85765596619,7.85675272578,9.28214003798,6684.0,63.394294004,626.312138829,7176.00994135,75177.1954847,Yes,350864.977209,25.0262290174,785788.410306,14.0147262486,16675.8376631,80,45_and_up,2,949.055406584,3,Car,Industry_or_other,652.281250002,0,No,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
2504,Reds,8,617.458333828,74785.8372382,Environment,205.819444609,No,363.356520469,Yes,Female,By_16:00,0.722803721903,0.438844520133,2.42681081174,5.04413142568,0.402361359447,7.30125474511,4388.0,51.1171996593,701.435559571,5036.43632384,81784.5149251,Yes,132027.960968,26.4846287414,985244.549735,19.2588627338,42577.4632239,90,45_and_up,3,1091.380032,1,Foot_or_bicycle,Student_or_Unemployed,847.504752672,0,No,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0
2505,Yellows,5,299.973407589,44546.4491143,Education,99.9911358628,No,445.503981227,Yes,Male,By_16:00,0.386991175357,0.179312792607,7.23217463354,6.92726459354,0.660272035748,9.05338580022,3472.0,17.0447563287,623.09057793,5701.22096813,71938.0550859,Yes,198473.797289,24.9617823468,777570.424991,54.893480544,10108.218387,100,45_and_up,2,920.924117622,2,Foot_or_bicycle,Hightech,631.184398724,0,No,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2506,Blues,4,252.647437305,33801.9696432,Healthcare,84.2158124351,No,401.373194247,Yes,Male,After_16:00,0.845918578794,0.652671202319,2.31165118748,2.22497370327,8.68483105442,9.25390359247,6222.0,60.9355100431,559.308151682,5132.34824584,64834.3154655,Yes,161100.44106,23.649696651,626639.38675,13.7367365416,7186.51887653,80,30-45,4,831.912895694,5,Car,Services_or_Retail,576.796479511,0,No,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
2507,Yellows,3,483.642053121,68558.0883909,Environment,161.214017707,No,425.261335001,Yes,Male,By_16:00,0.584525634302,0.293740543071,0.0963907991536,1.23415912967,0.921045488212,6.54607858276,3843.0,37.8551526228,611.831556315,5476.27646264,68983.4586558,Yes,180847.203047,24.7352290532,749667.815396,2.81015757937,26161.1735229,90,Below_30,3,871.598261479,18,Motorcycle_or_truck,Industry_or_other,556.84745459,3,No,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0
2508,Blues,10,701.355218302,101420.100115,Financial,233.785072767,No,426.264279112,Yes,Male,After_16:00,0.128434422659,0.465978987049,2.51468339702,6.79225343512,6.05010990985,1.48364860797,9847.0,29.5298645273,593.774092998,5525.7250813,69179.5087499,Yes,188197.787749,24.3674802349,706201.020399,96.8544055475,54899.2453215,60,Below_30,3,888.706291521,18,Public_or_other,Student_or_Unemployed,621.855677739,0,No,2.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,0.0
2509,Blues,6,650.285175845,127544.55476,Education,216.761725282,No,588.409021906,No,Female,By_16:00,0.704022109974,0.886409090599,5.17506251112,2.06040097866,2.31441314565,3.38994476479,9106.0,81.4713332336,685.318124074,7254.72646721,80515.364338,Yes,346225.177061,26.1785813992,940602.313175,81.1182694742,47212.4072723,100,30-45,3,1016.64810602,14,Public_or_other,Industry_or_other,682.041784331,0,No,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0
2510,Yellows,10,108.881597571,13918.1979736,Social,36.293865857,No,383.486235071,Yes,Female,By_16:00,0.369981753407,0.909109678585,1.24566199724,5.41245489847,3.06332031032,6.22336060042,7288.0,50.8564197691,557.417427584,4949.69720588,64842.4732326,Yes,147061.692489,23.6096892734,622418.811777,67.7130138967,1363.5385647,70,Below_30,4,838.49850463,6,Motorcycle_or_truck,Student_or_Unemployed,596.948392593,3,No,7.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,4.0,0.0
2511,Greens,4,237.881286417,72751.3681334,Other,79.293762139,No,917.49169381,No,Male,After_16:00,0.513739240356,0.0440261883195,8.78372175153,7.07663151436,0.293605912011,2.41644364316,8407.0,95.8449873608,902.333260134,10979.5834584,107533.948354,Yes,841791.00821,30.0388624973,1630196.80893,91.9824375072,6376.79447629,50,30-45,1,1333.19538065,11,Foot_or_bicycle,Student_or_Unemployed,858.692554291,1,Yes,6.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0
2512,Blues,1,322.845232746,42575.5797803,Education,107.615077582,No,395.628389041,Yes,Male,By_16:00,0.145855130162,0.620808514999,9.40467077307,8.92409730935,6.1339112604,3.55920082191,8502.0,64.5486265654,559.61805317,5075.51999675,64637.7292693,Yes,156521.822215,23.6562476562,627321.776753,81.2712553889,11698.6200005,100,Below_30,2,828.927834626,16,Car,Hightech,571.417495737,4,No,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0
2513,Reds,1,199.265785376,26324.540665,Financial,66.4219284586,No,396.323040838,Yes,Male,By_16:00,0.0284003717825,0.565011990722,6.33293326944,0.394545190502,7.34745437512,9.40786751918,6436.0,30.9871517587,699.240604216,5361.71161681,82463.0880553,Yes,157071.952699,26.4431579849,979141.44421,22.57737373,4488.29450862,60,Below_30,3,1099.08684839,20,Foot_or_bicycle,Hightech,860.276001033,0,No,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
2514,Greens,4,323.368605851,71973.2584872,Foreign_Affairs,107.789535284,No,667.720278206,No,Male,By_16:00,0.703596836422,0.698702732334,1.43598014954,3.92154486384,4.06186479609,4.09489484737,9450.0,71.7996348627,628.038745544,7933.28027315,65241.9286204,Yes,445850.369928,25.0607012181,789701.642706,86.5679898299,11736.3734519,40,30-45,3,711.302208536,10,Foot_or_bicycle,Services_or_Retail,283.453040523,2,Yes,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0
2515,Pinks,6,181.498645638,53503.3286719,Other,60.4995485461,No,884.359139162,No,Male,After_16:00,0.135523606092,0.0159505638294,5.58276443044,6.81771013187,3.82216964383,6.5526604536,8508.0,2.30942289345,337.213815423,9518.01902247,53752.9308671,Yes,782091.08702,18.3633824614,228831.18334,9.05747530051,3730.69492282,50,30-45,3,647.183136221,10,Public_or_other,Public_Sector,510.509576848,0,Yes,6.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0
2516,Oranges,8,1006.49837432,153843.567657,Environment,335.499458106,No,458.55086779,Yes,Male,By_16:00,0.988985629287,0.988771926612,2.50576327089,3.73094652081,8.50173085928,8.37489360012,7836.0,88.6979368748,571.558695716,5728.62606933,70760.0780597,Yes,210268.898351,23.9072937765,654576.80215,19.4709055591,112905.385847,90,30-45,1,935.040905314,20,Motorcycle_or_truck,Industry_or_other,749.56598478,0,No,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0
2517,Blues,5,564.921943093,76540.8110445,Financial,188.307314364,No,406.46754112,Yes,Male,After_16:00,0.194370168727,0.928355816286,7.11857920745,3.55397454929,1.13361568656,2.81793422997,9746.0,55.8179851854,572.800991385,5210.27739397,66906.9392286,Yes,165215.861984,23.9332611941,657234.632557,56.8738926668,35657.9519574,60,Below_30,2,864.274422854,7,Motorcycle_or_truck,Student_or_Unemployed,616.213552992,0,No,2.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,4.0,0.0
2518,Pinks,9,937.667414216,213078.263371,Military,312.555804739,No,681.728702971,No,Male,By_16:00,0.82400697493,0.316603171406,7.86425915547,1.15439919755,0.819933163002,0.482609951869,4723.0,38.5749414098,293.237727834,7403.76248538,44405.2616044,Yes,464754.024455,17.1241854648,173075.278555,6.06367818546,98013.6868805,30,45_and_up,4,535.496725939,14,Car,Services_or_Retail,406.819801182,0,Yes,5.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0
2519,Reds,4,886.735160717,165406.421912,Financial,295.578386906,No,559.602559726,No,Female,By_16:00,0.813776312862,0.942401819862,4.96517605614,1.504686072,9.7556693689,8.02586880513,4119.0,4.52469903976,618.658960005,6833.34351727,74559.7068012,Yes,313155.024852,24.8728558876,766723.669996,16.5015446488,87672.1611927,60,45_and_up,2,950.878243574,9,Motorcycle_or_truck,Hightech,676.249847194,0,No,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0
2520,Greens,8,261.10283062,79674.5148596,Other,87.0342768732,No,915.438350521,No,Female,After_16:00,0.431110064266,0.193397742463,0.634987016674,0.347128731664,3.30698987003,1.01275455672,6662.0,30.3095930023,748.307227891,10650.997961,90075.7551513,Yes,838027.373605,27.3552047679,1121489.75406,1.93817673717,7671.99962771,50,Below_30,4,1083.47088279,1,Public_or_other,Hightech,636.901085265,3,Yes,6.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0
2521,Blues,8,282.298226294,54696.6028524,Education,94.0994087646,No,581.264043743,No,Male,After_16:00,0.943606903311,0.795522792963,1.19717492722,3.98583925562,9.55594183644,9.35063953046,3318.0,76.9287060248,621.508565629,7055.65756869,74365.5909434,Yes,337867.888549,24.9300735183,773778.946039,6.36357665062,8958.79813862,100,Below_30,1,938.427960166,11,Public_or_other,Services_or_Retail,641.887693451,0,No,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,0.0
2522,Oranges,6,176.315231751,23514.2468089,Healthcare,58.771743917,No,400.094420238,Yes,Female,By_16:00,0.819438249804,0.167489164509,7.75539397495,7.66282660654,6.53526708717,9.50019420125,7545.0,61.3158657914,558.323012424,5117.59022723,68062.7404744,Yes,160075.545105,23.628859736,624580.801362,76.5998757444,3522.88962697,80,Below_30,1,903.267421387,20,Public_or_other,Services_or_Retail,721.534536363,3,No,4.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0
2523,Greys,9,247.133815255,38725.2785016,Healthcare,82.3779384182,No,470.092833654,Yes,Male,By_16:00,0.653630258515,0.537531988695,0.985358823091,8.73202091083,4.21239471296,6.60597435664,5275.0,95.1330667129,624.960508884,5950.84935431,75127.2836991,Yes,220987.272253,24.9992101652,782376.536199,37.8152166959,6878.50267645,80,30-45,2,982.057759105,7,Car,Hightech,745.168035487,0,No,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2524,Oranges,6,897.629874221,116180.164848,Social,299.209958074,No,388.289766812,Yes,Male,After_16:00,0.910904126707,0.954965257086,5.31121842796,4.35467478586,8.59031800879,9.43818139378,7924.0,68.6346150003,537.246950337,4957.39156879,66647.4650481,Yes,150768.943011,23.1785881869,578408.895103,44.8444379959,89835.8089685,70,30-45,1,893.368253405,11,Foot_or_bicycle,Student_or_Unemployed,742.034042841,0,No,7.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0
2525,Blues,8,191.559442909,28138.7137178,Healthcare,63.8531476364,No,440.678568863,Yes,Female,After_16:00,0.525747584878,0.527126025641,9.28912498988,0.272574857809,6.02943035308,3.98288129363,6956.0,85.4482402094,609.406232873,5625.59815437,70971.2895936,Yes,194197.601055,24.6861546798,743842.907345,26.7130950931,4151.07761072,80,45_and_up,3,912.691190235,11,Car,Hightech,640.315447525,0,No,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2526,Pinks,2,260.286180894,68571.8977733,Military,86.7620602981,No,585.493014893,No,Male,After_16:00,0.00357041368261,0.0532193270046,7.13663016912,7.82787931152,3.5147268814,6.84755562106,9064.0,84.7482887097,533.920281567,8971.28332806,77718.948755,Yes,624644.075384,23.1067150752,571879.88161,88.5157253128,7624.41716748,30,45_and_up,1,1028.46427952,19,Car,Services_or_Retail,937.803196924,0,Yes,5.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0
2527,Greys,5,124.362685252,19796.4109677,Social,41.4542284175,No,477.548653622,Yes,Female,After_16:00,0.988925683545,0.0409968048334,0.411635315977,6.15552088479,6.28956004512,7.48838112224,3562.0,48.0882716831,614.459304307,6004.40514483,73848.3842635,Yes,228052.716576,24.7882896608,756328.600769,50.1102179755,1769.90728211,70,30-45,1,961.057648094,1,Foot_or_bicycle,Industry_or_other,720.578817711,1,No,7.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2528,Blues,9,210.343140957,29297.9231782,Social,70.1143803191,No,417.858976216,Yes,Male,After_16:00,0.834499421762,0.526317704935,2.79420161387,7.34845041297,2.78333808528,5.78199891606,5588.0,60.7670612866,582.488141578,5343.56604532,67741.6142586,Yes,174606.124005,24.1347911029,679623.118715,64.6308521042,4996.14070785,70,30-45,1,871.22001497,3,Car,Student_or_Unemployed,610.389579857,0,No,7.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0
2529,Reds,7,927.965258917,182679.623162,Education,309.321752972,No,590.581235902,No,Female,By_16:00,0.337051810231,0.373320756247,8.34442224121,1.64318126626,7.75813587243,7.03627874376,9666.0,28.625438991,667.368699877,7240.54975878,79877.7340264,Yes,348786.1962,25.8334802123,892077.690345,58.9914060896,95999.2686148,100,30-45,0,1017.2629323,11,Motorcycle_or_truck,Public_Sector,715.145957646,0,No,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0
2530,Greys,2,654.884857183,92762.0570189,Healthcare,218.294952394,No,424.939083572,Yes,Male,After_16:00,0.141455993056,0.687893850729,0.431250797119,3.62590980483,0.997174559161,9.61766863009,9045.0,51.4279248659,574.759905045,5398.91064581,69426.4869901,Yes,180573.224747,23.974150768,661838.128593,43.2966943597,47880.9811932,80,Below_30,3,912.424130849,18,Public_or_other,Hightech,705.292615904,2,No,4.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0
2531,Reds,1,223.017024666,32139.968147,Social,74.3390082221,No,432.343246374,Yes,Female,By_16:00,0.691794485087,0.289059767034,2.57718006847,0.273442913312,4.39538649982,3.30395574914,7590.0,26.0439935373,733.791005511,5791.01447476,86180.0133692,Yes,186920.682685,27.08857703,1078215.9053,44.4474764634,5610.62715167,70,45_and_up,3,1141.18748481,4,Motorcycle_or_truck,Industry_or_other,875.082510434,0,No,7.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0
2532,Greys,3,579.584869426,84855.8331312,Social,193.194956475,No,439.223852834,Yes,Male,By_16:00,0.300500132609,0.434344383888,0.281148855574,0.126605762634,4.9524945044,1.20108126896,9583.0,93.5397814494,591.681545532,5575.60161941,71515.8149339,Yes,192917.592899,24.3245050419,701350.043273,86.0848110169,37527.4861639,70,Below_30,2,939.794163071,10,Car,Services_or_Retail,726.716773617,0,No,7.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0
2533,Greens,4,856.57590792,184150.248459,Foreign_Affairs,285.52530264,No,644.952467457,No,Female,After_16:00,0.968446617015,0.728300503921,8.91806056257,5.60397545574,6.80315323174,6.83435599087,4677.0,86.7449240992,744.196017727,7937.91671003,77632.7492503,Yes,415963.685279,27.2799563366,1108620.50311,89.8015766405,81820.2237503,40,45_and_up,2,889.334181947,10,Car,Services_or_Retail,310.125038493,0,Yes,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0
2534,Yellows,9,260.776617729,44196.8566954,Social,86.9255392431,No,508.445010296,No,Female,By_16:00,0.76937884884,0.56100942241,9.85307091381,4.17397465324,0.914836167358,3.9544405858,4666.0,83.3640648751,628.297415269,6341.0449335,77351.4767424,Yes,258516.328495,25.0658615505,790835.647266,88.2823243737,7652.97491194,70,Below_30,0,1017.27126925,20,Motorcycle_or_truck,Services_or_Retail,801.918188951,3,No,7.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,0.0
2535,Greens,10,413.17795917,70872.715406,Other,137.72598639,No,514.592178743,No,Male,By_16:00,0.649469909025,0.613085073419,6.89513161313,5.73677238077,3.07245754637,3.85740522295,6136.0,24.1374869132,368.353648667,5882.62908477,45746.4898956,Yes,264805.110424,19.1925414854,272220.81015,27.3857716471,19116.1733135,50,Below_30,1,546.676000882,8,Foot_or_bicycle,Public_Sector,327.396998415,0,Yes,6.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
2536,Blues,7,387.140072024,79905.4318827,Financial,129.046690675,No,619.197838122,No,Male,After_16:00,0.649196313927,0.637187992223,3.03854575381,1.73941426445,9.67597149545,6.91484591924,5566.0,27.0215452183,654.337691923,7500.65376507,78623.3638842,Yes,383405.962736,25.5800252526,857629.609949,88.5445820633,16792.0950648,60,45_and_up,1,993.21469094,11,Foot_or_bicycle,Industry_or_other,684.781968793,0,No,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
2537,Greys,6,92.2547200332,18992.073273,Environment,30.7515733444,No,617.596799367,No,Male,By_16:00,0.254347479204,0.841977580916,9.85201236326,1.75455695018,2.66219055513,0.192646225914,6792.0,24.1222274955,600.538782323,7377.04555832,73647.160149,Yes,381425.806588,24.5058928081,722577.990251,47.0951859374,986.410836501,90,45_and_up,1,930.612235634,2,Car,Student_or_Unemployed,656.735303214,0,No,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0
2538,Oranges,1,1003.68658293,160709.12633,Social,334.562194309,No,480.356504901,Yes,Female,After_16:00,0.714364637388,0.0132839204744,7.11157467915,5.71174571523,1.39382730471,4.04366293689,9950.0,62.4080455396,603.733219077,6011.03148716,74798.7622658,Yes,230742.3718,24.5709832745,730275.088494,16.3646485889,112276.424055,70,Below_30,1,989.96172497,15,Car,Services_or_Retail,797.132354621,1,No,7.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0
2539,Reds,2,122.32464015,16242.4947003,Environment,40.7748800501,No,398.345615739,Yes,Male,By_16:00,0.665497408248,0.897568927845,5.84527642699,7.54426227883,4.82558999211,0.641667130403,8519.0,25.132551929,732.389127445,5448.23441228,84408.129099,Yes,158679.229579,27.0626888436,1074024.06246,35.1465108106,1713.36572315,90,45_and_up,0,1113.00919879,4,Car,Hightech,828.048845037,0,No,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2540,Whites,1,515.762451145,55083.5561665,Foreign_Affairs,171.920817048,No,320.400735131,Yes,Female,By_16:00,0.460937999189,0.0656696269289,2.25464143557,0.0865798001178,6.54539024923,9.11734513473,9548.0,73.0819428107,613.097003088,4430.20135748,77494.5508787,Yes,102656.631072,24.7607956877,753106.270176,40.9559576539,29738.6881516,40,30-45,2,1083.82690095,15,Motorcycle_or_truck,Industry_or_other,999.999049322,0,Yes,3.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0
